PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Shao, YB; Wang, YM				Shao, Y. B.; Wang, Y. M.			Experimental study on shear behavior of I-girder with concrete-filled tubular flange and corrugated web	STEEL AND COMPOSITE STRUCTURES			English	Article						I-girder; shear behavior; corrugated web; concrete-filled tubular flange; failure mechanism	TORSIONAL BUCKLING STRENGTH; PLATE GIRDERS; BRIDGE GIRDERS; INPLANE LOADS; STEEL WEBS; BEAMS; CAPACITY; SUBJECT	Conventional plate I-girders are sensitive to local buckling of the web when they are subjected mainly to shear action because the slenderness of the web in out-of-plane direction is much bigger. The local buckling of the web can also cause the distorsion of the plate flange under compression as a thin-walled plate has very low torsional stiffness due to its open section. A new I-girder consisted of corrugated web, a concrete-filled rectangular tubular flange under compression and a plate flange under tension is presented to improve its resistance to local buckling of the web and distorsion of the flat plate flange under compression. Experimental tests on a conventional plate I-girder and a new presented I-girder are conducted to study the failure process and the failure mechanisms of the two specimens. Strain developments at some critical positions, load-lateral displacement curves, and load-deflection curves of the two specimens have all be measured and analyzed. Based on these results, the failure mechanisms of the two kinds of I-girders are discussed.	[Shao, Y. B.; Wang, Y. M.] Southwest Petr Univ, Sch Mechatron Engn, Xindu Rd 8, Chengdu 610500, Peoples R China	Shao, YB (reprint author), Southwest Petr Univ, Sch Mechatron Engn, Xindu Rd 8, Chengdu 610500, Peoples R China.	ybshao@swpu.edu.cn						34	0	0	6	6	TECHNO-PRESS	DAEJEON	PO BOX 33, YUSEONG, DAEJEON 305-600, SOUTH KOREA	1229-9367	1598-6233		STEEL COMPOS STRUCT	Steel Compos. Struct.	DEC 30	2016	22	6					1465	1486		10.12989/scs.2016.22.6.1465		22	Construction & Building Technology; Engineering, Civil; Materials Science, Composites	Construction & Building Technology; Engineering; Materials Science	EG6FA	WOS:000391138700011		
J	Chen, X; Chang, JB; Yang, HJ; Xia, DG				Chen, Xin; Chang, Junbo; Yang, Huijun; Xia, Dingguo			Boron Nitride Nanocages as High Activity Electrocatalysts for Oxygen Reduction Reaction: Synergistic Catalysis by Dual Active Sites	JOURNAL OF PHYSICAL CHEMISTRY C			English	Article							DOPED GRAPHENE; NANOTUBES; MECHANISM; 1ST-PRINCIPLES; NANORIBBONS; NANOSHEET; MOLECULES; SURFACES; DENSITY; PT(111)	The oxygen reduction reaction (ORR) catalytic mechanism and activity on B12N12 and B60N60 nanocages were investigated in detail by density functional theory methods. The calculated results indicate that all the adsorption energies of ORR intermediates on B12N12 are close to those known for the Pt(111) catalyst, implying that it can be an effective catalyst for the ORR, with catalytic properties similar to Pt. A relative energy profile suggests that the ORR process could spontaneously take place on the studied two BN nanocages, with a four-electron reduction mechanism. More importantly, during the entire reduction process, the BN nanocages can provide dual-catalytic sites, especially in the second and third H transfer step, further accelerating the ORR pathways. Thus, the synergistic catalytic effect between B and N atoms is demonstrated to be considerable in BN nanocages.	[Chen, Xin; Chang, Junbo] Southwest Petr Univ, Coll Chem & Chem Engn, Ctr New Energy Mat & Technol, Chengdu 610500, Peoples R China; [Chen, Xin; Yang, Huijun; Xia, Dingguo] Peking Univ, Coll Engn, Beijing Key Lab Theory & Technol Adv Battery Mat, Beijing 100871, Peoples R China	Xia, DG (reprint author), Peking Univ, Coll Engn, Beijing Key Lab Theory & Technol Adv Battery Mat, Beijing 100871, Peoples R China.	dgxia@pku.edu.cn		Chen, Xin/0000-0002-5120-1983	National Natural Science Foundation of China [51602270, 51671004]; Project of Education Department of Sichuan Province [16ZB0084]	This work is supported by the National Natural Science Foundation of China (Nos. 51602270 and 51671004) and the Project of Education Department of Sichuan Province (No. 16ZB0084). The authors greatly thank M. Bezi Javan (Physics Department, Faculty of Sciences, Golestan University, Gorgan, Iran) for his assistance in constructing the model of BN nanocages. We also acknowledge the National Supercomputing Center in Shenzhen for providing the computational resources and materials studio (version 7.0, DMol<SUP>3</SUP> module).		33	0	0	5	5	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1932-7447			J PHYS CHEM C	J. Phys. Chem. C	DEC 29	2016	120	51					28912	28916		10.1021/acs.jpcc.6b08560		5	Chemistry, Physical; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary	Chemistry; Science & Technology - Other Topics; Materials Science	EG6MK	WOS:000391160400002		
J	Sun, J; Jing, JQ; Wu, C; Xiao, F; Luo, XX				Sun, Jie; Jing, Jiaqiang; Wu, Cheng; Xiao, Fei; Luo, Xiaoxuan			Pipeline transport of heavy crudes as stable foamy oil	JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY			English	Article						Foamy heavy oil; Cold transportation; Stability; Drag characteristics; Viscosity reduction	SOLUTION-GAS DRIVE; DRAG COEFFICIENT; RESERVOIRS; FLUID; FLOW; RECOVERY	A new idea was proposed to transport heavy crudes as foamy oil at normal temperature. The effects of foaming agent type and concentration, foam stabilizer type and concentration, oil-water volume ratio and temperature on the formation and stability of foamy oil were evaluated. The foamy oil properties and drag characteristics of foamy oil flow in small diameter pipes were investigated. The results indicate that the prepared stable foamy oil could be characterized as non-Newtonian power law fluid. The predicted pressure drops were in good agreement with the measured ones. The significant dynamic viscosity reduction rates were obtained. (C) 2016 The Korean Society of Industrial and Engineering Chemistry. Published by Elsevier B.V. All rights reserved.	[Sun, Jie; Jing, Jiaqiang; Wu, Cheng; Xiao, Fei; Luo, Xiaoxuan] Southwest Petr Univ, Sch Oil & Nat Gas Engn, Chengdu 610500, Peoples R China; [Jing, Jiaqiang] Oil & Gas Fire Protect Key Lab Sichuan Prov, Chengdu 611731, Peoples R China	Jing, JQ (reprint author), Southwest Petr Univ, Chengdu 610500, Peoples R China.	sunj101@163.com; jjq@swpu.edu.cn			National Natural Science Foundation of China [51074136]; Research Fund for the Doctoral Program of Higher Education of China [20115121110004]; Science and Technology Project of Sichuan Province [2015JY0099]	This work was supported by the National Natural Science Foundation of China (Grant no. 51074136), Research Fund for the Doctoral Program of Higher Education of China (Grant no. 20115121110004) and Science and Technology Project of Sichuan Province (Grant no. 2015JY0099).		45	0	0	26	26	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	1226-086X	1876-794X		J IND ENG CHEM	J. Ind. Eng. Chem.	DEC 25	2016	44						126	135		10.1016/j.jiec.2016.08.019		10	Chemistry, Multidisciplinary; Engineering, Chemical	Chemistry; Engineering	EA0YY	WOS:000386316700014		
J	Fang, SW; Chen, T; Chen, B; Xiong, Y; Zhu, Y; Duan, M				Fang, Shenwen; Chen, Ting; Chen, Bin; Xiong, Yan; Zhu, Ying; Duan, Ming			Graphene oxide at oil-water interfaces: Adsorption, assembly & demulsification	COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS			English	Article						Graphene oxide; Adsorption; Assembly; Emulsion; Demulsification	LIQUID-LIQUID INTERFACES; DYNAMIC SURFACE-TENSION; PHOSPHOLIPID MONOLAYERS; KINETICS; NANOPARTICLES; LIQUID/LIQUID; PENETRATION; FABRICATION; PARTICLES; AIR/WATER	Graphene oxide (GO) has gathered widespread interest within the scientific community due to its unique properties. Understanding the adsorption behaviors of GO at the oil-water interface has become increasingly important both in terms of fundamental science and applications of GO in emulsions. In the present work, the adsorption dynamics of GO sheets at the toluene/water interface were explored by using pendant drop tensiometry to trace the evolution of oil/water interfacial tensions. A shift from diffusion-controlled to kinetic controlled feature was observed during the aging of the interface, indicating the irreversible adsorption of GO to the interface. Assembly of GO at oil/water interfaces in the presence of surfactants were discussed. Robust large-area films could be prepared by taking advantage of the assembly of GO at the oil/water interface in the presence of cetyltrimethylammonium bromide and octane phenol polyoxyethylene-10. Corresponding interaction mechanisms were discussed. Ultimately, the acquired insights on the interfacial adsorption and the interfacial assembly behavior of GO sheets were combined to reveal the demulsification performance of GO for different emulsions. The findings in the present study are crucial for fully understanding the interfacial activity of GO in emulsions and might provide a facile way to prepare large-area graphene oxide thin films. (C) 2016 Elsevier B.V. All rights reserved.	[Fang, Shenwen; Chen, Ting; Chen, Bin; Xiong, Yan; Zhu, Ying; Duan, Ming] Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Sichuan, Peoples R China; [Fang, Shenwen; Xiong, Yan; Duan, Ming] Oil & Gas Appl Chem Key Lab Sichuan Prov, Chengdu 610500, Sichuan, Peoples R China	Duan, M (reprint author), Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Sichuan, Peoples R China.	swpua124@126.com			Key technologies R&D program of China [2016ZX05025003-003]; National Natural Science Foundation of China [51504201]; Sichuan Youth Science & Technology Foundation for Innovation Team [2015TD0007]	The authors gratefully acknowledge the Key technologies R&D program of China (No. 2016ZX05025003-003), the National Natural Science Foundation of China (Project No: 51504201), and Sichuan Youth Science & Technology Foundation for Innovation Team (2015TD0007) for the financial support.		37	0	0	45	45	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0927-7757	1873-4359		COLLOID SURFACE A	Colloid Surf. A-Physicochem. Eng. Asp.	DEC 20	2016	511						47	54		10.1016/j.colsurfa.2016.09.058		8	Chemistry, Physical	Chemistry	ED0QM	WOS:000388547000006		
J	Zhang, R; Huo, JH; Peng, ZG; Luo, WJ; Feng, Q; Wang, JX; Zhang, J				Zhang, Rui; Huo, Jin-Hua; Peng, Zhi-Gang; Luo, Wen-Jia; Feng, Qian; Wang, Ji-Xing; Zhang, Jian			Study on the interaction of CaCO3 nanoparticles and surfactant in emulsion phase transition and its molecular dynamics simulation	COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS			English	Article						Absorption; In situ surface activation; Double phase inversion; Molecular dynamic stimulation	MECHANICAL-PROPERTIES; COLLOIDAL PARTICLES; LIQUID INTERFACES; WATER-SILICA; MORPHOLOGY; LAYERS; ADSORPTION; INVERSION	Using Zeta potential, adsorption capacity, contact angle, molecular dynamics simulation of the adsorption of sodium carbonate on the surface of calcium carbonate (CaCO3), we outline the mechanism of the in situ surface activation of CaCO3 nanoparticles via interaction with sodium stearate and a double phase inversion of emulsions. The CaCO3 nanoparticles can be activated in situ surface activation by adsorbing sodium stearate to become an effective emulsifier. After adding different initial concentrations of sodium stearate to CaCO3 nanoparticles dispersion, a monolayer or bilayer of sodium stearate will form at the surface of CaCO3 nanoparticles. There exists an inversion of CaCO3 nanoparticles from hydrophilicity to hydrophobicity and subsequently back to hydrophilicity. A double phase inversion, O/W (1) -> W/O -> O/W (2), is thus achieved by the synergistic effect of CaCO3 nanoparticles and different initial concentrations of sodium stearate. (C) 2016 Elsevier B.V. All rights reserved.	[Zhang, Rui; Huo, Jin-Hua; Peng, Zhi-Gang; Luo, Wen-Jia; Feng, Qian; Wang, Ji-Xing; Zhang, Jian] Southwest Petr Univ, Coll Chem & Chem Engn, Chengdu 610500, Sichuan, Peoples R China	Peng, ZG (reprint author), Southwest Petr Univ, Coll Chem & Chem Engn, Chengdu 610500, Sichuan, Peoples R China.	2283855275@qq.com						26	0	0	26	26	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0927-7757	1873-4359		COLLOID SURFACE A	Colloid Surf. A-Physicochem. Eng. Asp.	DEC 20	2016	511						105	112		10.1016/j.colsurfa.2016.09.034		8	Chemistry, Physical	Chemistry	ED0QM	WOS:000388547000012		
J	Pu, WF; Yang, Y; Yuan, CD				Pu, Wan-Fen; Yang, Yang; Yuan, Cheng-Dong			Gelation performance of poly(ethylene imine) crosslinking polymer-layered silicate nanocomposite gel system for potential water-shutoff use in high-temperature reservoirs	JOURNAL OF APPLIED POLYMER SCIENCE			English	Article						crosslinking; gels; oil & gas	OIL-RECOVERY APPLICATIONS; THERMAL-STABILITY; POLYACRYLAMIDE	Polymer gels have been widely used for water shutoff in mature oil fields. In this paper, polyacrylamide (PAM)-montmorillonite (MMT) nanocomposites (NC) were prepared through in situ intercalative polymerization. Fourier transform infrared spectroscopy and X-ray diffraction were conducted to characterize the prepared PAM/MMT nanocomposites. The gelation performance of poly(ethylene imine) (PEI) crosslinking PAM/MMT nanocomposite gel system (NC/PEI gel system) was systematically investigated by bottle testing and viscosity measurement methods. The results showed that the gelation performance of the NC/PEI gel system was greatly affected by the total dissolved solids, PAM/MMT nanocomposite concentration, and PEI concentration. The NC/PEI gel system exhibited much better thermal stability and gelation performance than the PAM/PEI gel system at the same conditions. The gelation performance after flowing through porous media of the NC/PEI gel system before injection and that of the subsequently injected gel system was different. The gel strength decreased and the gelation time was delayed after the gel system before injection was flowed through porous media. However, the gel strength of the subsequently injected gel system did not decrease, and only the gelation time was delayed after flowing through porous media. This study suggests that the NC/PEI gel system can be used as a potential water-shutoff agent in high-temperature reservoirs. (c) 2016 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2016, 133, 44243.	[Pu, Wan-Fen; Yang, Yang; Yuan, Cheng-Dong] Southwest Petr Univ, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu, Peoples R China; [Pu, Wan-Fen; Yang, Yang; Yuan, Cheng-Dong] Southwest Petr Univ, Sch Oil & Nat Gas Engn, Chengdu, Peoples R China	Yang, Y (reprint author), Southwest Petr Univ, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu, Peoples R China.; Yang, Y (reprint author), Southwest Petr Univ, Sch Oil & Nat Gas Engn, Chengdu, Peoples R China.	yy24king@163.com	aYuan, ae°Cheng-dong/E-8707-2017		State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation; Southwest Petroleum University	The authors acknowledge the State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation and Southwest Petroleum University for supporting this research work.		36	0	0	18	18	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0021-8995	1097-4628		J APPL POLYM SCI	J. Appl. Polym. Sci.	DEC 15	2016	133	47							44243	10.1002/app.44243		10	Polymer Science	Polymer Science	DW5PX	WOS:000383699800017		
J	Han, H; Cao, Y; Chen, SJ; Lu, JG; Huang, CX; Zhu, HH; Zhan, P; Gao, Y				Han, Hui; Cao, Yan; Chen, Shi-jia; Lu, Jun-gang; Huang, Cai-xia; Zhu, Hai-hua; Zhan, Pan; Gao, Yuan			Influence of particle size on gas-adsorption experiments of shales: An example from a Longmaxi Shale sample from the Sichuan Basin, China	FUEL			English	Article						Sichuan Basin; Longmaxi Shale; Low-pressure gas adsorption; Particle size; Pore structure	BOHAI BAY BASIN; MISSISSIPPIAN BARNETT SHALE; PORE STRUCTURE; LACUSTRINE SHALE; SURFACE-AREA; POROSITY; SYSTEMS; COAL; PHYSISORPTION; POROSIMETRY	To explore the optimum particle size range for low-pressure gas adsorption experiments of shales, a sample of the Longmaxi shale from the Sichuan Basin, China, was crushed into various particle sizes between 4 and 0.058 mm. Low-pressure CO2 and N-2 adsorption experiments were then performed on these crushed samples, and the pore volume, surface area, and pore size distribution (PSD) were determined from isotherms of gas adsorption. Variations in the volume of sorbed gas, pore volume, surface area, and PSD were recorded across the two series of experiments. In the CO2 adsorption experiments, in which particle size ranged from 4 to 0.83 mm, sorbed gas volume, pore volume, and surface area increased with decreasing particle size. No obvious changes were found in sorbed volume, pore volume, surface area, or PSD for the samples with particle sizes from 0.83 to 0.058 mm. In the N-2 adsorption experiments, the sorbed gas volume and surface area increased with decreasing particle size in samples from 4 to 0.113 mm, whereas no obvious variations were observed in the 0.113-0.058 mm samples. Similarly, pore volume and PSD showed clear changes with decreasing particle size for the 4-0.113 mm samples. The results show that 0.113 mm (130 mesh) is the optimum particle size for low-pressure CO2 and N-2 adsorption experiments that seek to analyze the characteristics of shale reservoirs. (C) 2016 Elsevier Ltd. All rights reserved.	[Han, Hui; Cao, Yan; Chen, Shi-jia; Lu, Jun-gang; Huang, Cai-xia; Zhu, Hai-hua; Zhan, Pan] Southwest Petr Univ, Sch Geosci & Technol, Chengdu 610500, Sichuan, Peoples R China; [Han, Hui] China Univ Geosci, Key Lab Tecton & Petr Resource, Minist Educ, Wuhan 430074, Peoples R China; [Gao, Yuan] Beijing Ctr Phys & Chem Anal, Beijing 100089, Peoples R China	Han, H (reprint author), Southwest Petr Univ, Sch Geosci & Technol, Chengdu 610500, Sichuan, Peoples R China.	hanhuigeology@163.com			National Science Foundation of China [41502144]; Young Scholars Development Fund of Southwest Petroleum University (SWPU) [201499010088]; Fund of Education Department of Sichuan Province [16ZA0075]; Fund of Key Laboratory of Tectonics and Petroleum Resources [TPR-2015-06]; Sichuan Province University Scientific Innovation Team Construction Project (USITCP)	This project was funded by the National Science Foundation of China (41502144), the Young Scholars Development Fund of Southwest Petroleum University (SWPU) (201499010088), the Fund of Education Department of Sichuan Province (16ZA0075), the Fund of Key Laboratory of Tectonics and Petroleum Resources (TPR-2015-06), and the Sichuan Province University Scientific Innovation Team Construction Project (USITCP). The authors would like to thank Dr. Zuohua Huang (the Regional Editor) and two anonymous reviewers for their comments, which improves our manuscript significantly.		40	1	1	32	32	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0016-2361	1873-7153		FUEL	Fuel	DEC 15	2016	186						750	757		10.1016/j.fuel.2016.09.018		8	Energy & Fuels; Engineering, Chemical	Energy & Fuels; Engineering	DY7OK	WOS:000385318600076		
J	Ma, XP; Zhu, ZX; Dai, LY; Liu, LY; Shi, W				Ma, Xiping; Zhu, Zhongxiang; Dai, Leiyang; Liu, Linyuan; Shi, Wei			Introducing Hydroxyl into Cationic Surfactants as Viscoelastic Surfactant Fracturing Fluid with High Temperature Resistance	RUSSIAN JOURNAL OF APPLIED CHEMISTRY			English	Article							BEHAVIOR	The viscoelastic surfactant (VES) fracturing fluid is new fracturing system, which is primarily made up of viscoelastic surfactant and some other auxiliaries. The traditional VES fracturing fluid has the obvious advantages in gel breaking, flowing back, carrying sands, etc. However, they are centered largely in the aspects of medium and low temperature system. In this paper, the work is focus on the need for the VES fracturing fluid with high temperature resistance. In the experiment, four kinds of viscoelastic surfactants with hydroxyl were firstly synthesized, which were named C-14-1, C-16-1, C-14-2 and C-16-2 respectively. Then the formulation of VES fracturing fluid was determined in accordance with the apparent viscosity of solution, and the formulation was that concentration of C-16-2 and NaSal were 2.5% and 1% respectively. It was found that the VES fracturing fluid has excellent effectiveness via testing properties of temperature resistance, shear stability, sand-carrying and gel breaking. When the temperature of system was 144A degrees C, the apparent viscosity of the VES fracturing fluid was 25 mPa s, which could demand the requirements of carrying sands as well as support agents, and it could resist high temperature well. It is also observed that the VES fracturing fluid is the pseudoplastic fluid, which contributes to getting the cracks with excellent negotiability.	[Ma, Xiping; Zhu, Zhongxiang; Shi, Wei] Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Peoples R China; [Dai, Leiyang] CNOOC China Ltd, Tianjin Branch, Bohai Oilfield Res Inst, Tianjin 300452, Peoples R China; [Liu, Linyuan] Southwest Co, China Petr Engn Co Ltd, Chengdu 610000, Peoples R China	Zhu, ZX (reprint author), Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Peoples R China.	zzx3705@163.com						18	0	0	0	0	MAIK NAUKA/INTERPERIODICA/SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013-1578 USA	1070-4272	1608-3296		RUSS J APPL CHEM+	Russ. J. Appl. Chem.	DEC	2016	89	12					2016	2026		10.1134/S1070427216120132		11	Chemistry, Applied	Chemistry	ES7PO	WOS:000399742800013		
J	Zhu, PF; Chen, YJ; Duan, M; Liu, M; Zhou, M				Zhu, Pengfei; Chen, Yanjun; Duan, Ming; Liu, Mei; Zhou, Meng			Infl uence of Calcination Temperature on the Photocatalytic Property of Fe-Cu-ZnO/Graphene under Visible Light Irradiation	RUSSIAN JOURNAL OF APPLIED CHEMISTRY			English	Article							DOPED ZNO NANOPARTICLES; SOL-GEL METHOD; THIN-FILMS; ANNEALING TEMPERATURE; OPTICAL-PROPERTIES; ORGANIC-DYES; TEXTILE DYE; DEGRADATION; PERFORMANCE; GRAPHENE	Fe-Cu-ZnO/graphene composites are prepared by sol-gel method. The influence of the calcination temperature on the catalytic performance of Fe-Cu-ZnO/graphene composites has been studied and their physicochemical properties are characterized via X-ray diffraction (XRD), fourier transform infrared spectrometer (FTIR), scanning electron microscopy (SEM), thermogravimetry-differential scanning calorimetry (TG-DSC) and UV-Vis diffuse reflectance spectra (UV-Vis-DRS). The results show that Fe-Cu-ZnO/graphene composite calcined at 400A degrees C exhibits the highest photocatalytic activity and the degradation rate of dark green dye in aqueous medium achieves 99.28% under exposure of visible light irradiation. The zinc species in the catalyst calcined at 400A degrees C are all converted to the hexagonal wurtzite structures, and Cu2+ and Fe3+ are substituted ions in Zn2+ sites or incorporated into interstitial sites in the ZnO lattice which broaden the spectral response range to visible light. Meanwhile, the electrical properties of graphene are excellent which contribute to the enhanced charge carrier separation, extended light absorption, and increased surface hydroxyl groups. In addition, the catalyst is found to be relatively high reusable.	[Zhu, Pengfei; Chen, Yanjun; Duan, Ming; Liu, Mei; Zhou, Meng] Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Peoples R China	Zhu, PF (reprint author), Southwest Petr Univ, Sch Chem & Chem Engn, Chengdu 610500, Peoples R China.	zhupengfei@swpu.edu.cn			Ministry of Natural Science Foundation of China [21406184]	We gratefully acknowledge the financial supports from the Ministry of Natural Science Foundation of China (no. 21406184).		49	0	0	0	0	MAIK NAUKA/INTERPERIODICA/SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013-1578 USA	1070-4272	1608-3296		RUSS J APPL CHEM+	Russ. J. Appl. Chem.	DEC	2016	89	12					2027	2034		10.1134/S1070427216120144		8	Chemistry, Applied	Chemistry	ES7PO	WOS:000399742800014		
J	Tang, XD; Lu, H; Li, JJ; Chen, L				Tang, Xiao-dong; Lu, Hai; Li, Jing-jing; Chen, Lu			Adsorption Desulfurization Performance and Mechanism over Nanocrystalline NiO/Al2O3-1 Adsorbent	RUSSIAN JOURNAL OF APPLIED CHEMISTRY			English	Article							DEEP DESULFURIZATION; JET FUEL; OXIDATIVE DESULFURIZATION; SELECTIVE ADSORPTION; SULFUR-COMPOUNDS; DIESEL FUELS; ZEOLITE; THIOPHENE; SORBENT	Desulfurization performance was evaluated by an adsorption model or real oil (diesel and kerosene) at low temperature using nanocrystalline NiO/Al2O3-1 adsorbent in static equipment. The properties of the NiO/Al2O3 adsorbent samples were characterized by BET surface areas, transmission electron microscopy, FTIR spectra, and TG-DTG curves. Desulfurization experimental results indicated that the desulfurization efficiency for kerosene is much higher than that for diesel due to the pi-electronic interaction and S-M bonds with NiO/Al2O3-1 adsorbent. Also, a performance of adsorbent regeneration was kept well for multiple cycles.	[Tang, Xiao-dong; Lu, Hai; Li, Jing-jing; Chen, Lu] Southwest Petr Univ, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610500, Peoples R China; [Tang, Xiao-dong; Lu, Hai; Li, Jing-jing] Southwest Petr Univ, Coll Chem & Chem Engn, Chengdu 610500, Peoples R China	Li, JJ (reprint author), Southwest Petr Univ, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610500, Peoples R China.; Li, JJ (reprint author), Southwest Petr Univ, Coll Chem & Chem Engn, Chengdu 610500, Peoples R China.	lijingjing771216@gmail.com			Young Scholars Development Fund of Southwest Petroleum University (SWPU) [201131010032]	This work is financially supported by the Young Scholars Development Fund of Southwest Petroleum University (SWPU) (No. 201131010032). We thank the editors and anonymous reviewers for the suggestions on improving our manuscript.		25	0	0	2	2	MAIK NAUKA/INTERPERIODICA/SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013-1578 USA	1070-4272	1608-3296		RUSS J APPL CHEM+	Russ. J. Appl. Chem.	DEC	2016	89	12					2043	2049		10.1134/S1070427216120168		7	Chemistry, Applied	Chemistry	ES7PO	WOS:000399742800016		
