PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Xu, SX; Zheng, ML; Zhang, XF; Zhang, JL; Lee, YI				Xu, Shuxia; Zheng, Maoli; Zhang, Xinfeng; Zhang, Junlong; Lee, Yong-Ill			Nano TiO2-based preconcentration for the speciation analysis of inorganic selenium by using ion chromatography with conductivity detection	MICROCHEMICAL JOURNAL			English	Article						Speciation analysis; Conductivity detector; Se(IV) and Se(VI); Nano-TiO2; Ion chromatography	PERFORMANCE LIQUID-CHROMATOGRAPHY; ATOMIC FLUORESCENCE SPECTROMETRY; SIZED TITANIUM-DIOXIDE; ABSORPTION-SPECTROMETRY; VAPOR GENERATION; ICP-AES; SEPARATION; SYSTEM; NANO-TIO2; REDUCTION	A simple, sensitive, and cost-effective analytical method was developed for the speciation analysis of inorganic selenium by combining a nano-TiO2 preconcentration with an ion chromatography-conductivity detection (IC-CD) system. The experimental conditions for the simultaneous adsorption and desorption of Se(IV) and Se(VI) were carefully investigated. Under the established optimum condition, the Se(IV) and Se(VI) ions could been simultaneously adsorbed onto the nano-TiO2 surface at pH 4.0, and then effectively desorbed by 0.1 M sodium hydroxide eluent. The adsorption process was fast and reached adsorption equilibrium within 10 min. The nano-TiO2 also exhibited high adsorption capacity with 11.3 mg g(-1) for Se(IV) and 8.34 mg g(-1) for Se(VI). The enrichment factors for Se(IV) and Se(VI) were calculated to be 39 and 30, respectively, with sample volume of 50 mL. The detection limits (3 sigma) were 0.8 mu g L-1 for Se(IV) and 0.4 mu g L-1 for Se(VI), which were sensitive enough for the routine analysis of water and drink samples. The relative standard deviation was calculated to be <4% (n = 6) for detection of 30 mu g L-1 Se(IV) and 30 mu g L-1 Se(VI). The results of the present work confirmed that our developed nano-TiO2-IC-CD method could be applied for the detection of inorganic selenium species in tap water and drink samples with good recoveries in the range of 82%-108%. (C) 2011 Elsevier B.V. All rights reserved.	[Xu, Shuxia; Zheng, Maoli; Zhang, Xinfeng; Zhang, Junlong] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Sichuan Higher Educ Inst, Mineral Resources Chem Key Lab, Chengdu 610059, Sichuan, Peoples R China; [Xu, Shuxia; Lee, Yong-Ill] Changwon Natl Univ, Dept Chem, Anastro Lab, Chang Won 641773, Gyeongnam, South Korea	Lee, YI (reprint author), Changwon Natl Univ, Dept Chem, Anastro Lab, Chang Won 641773, Gyeongnam, South Korea.	yilee@changwon.ac.kr			National Natural Science Foundation of China [21005010]; Chengdu University of Technology [2010YG01]	The authors gratefully acknowledge the financial support of the National Natural Science Foundation of China (No. 21005010) and the Research Fund of Chengdu University of Technology (No. 2010YG01).		27	15	15	0	37	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0026-265X	1095-9149		MICROCHEM J	Microchem J.	MAR	2012	101						70	74		10.1016/j.microc.2011.10.009		5	Chemistry, Analytical	Chemistry	898MQ	WOS:000300746900012		
J	Chen, ZY; Shi, C; Li, TB; Yuan, Y				Chen, Zhiyi; Shi, Cheng; Li, Tianbin; Yuan, Yong			Damage characteristics and influence factors of mountain tunnels under strong earthquakes	NATURAL HAZARDS			English	Article						Mountain tunnel; Seismic damage characteristic; Influencing factor; Failure mechanism; Seismic resistance		A total of 81 mountain tunnels that were damaged in 10 strong earthquakes are studied. They are classified into six typical damage characteristics: lining cracks, shear failure of lining, tunnel collapse caused by slope failure, portal cracking, leaking, and deformation of sidewall/invert damage. Further study and discussion are carried out on influencing factors for mountain tunnels, including seismic parameters, structural information, and rock conditions. Suggestions are also made regarding seismic resistance and reduction.	[Chen, Zhiyi; Shi, Cheng; Yuan, Yong] Tongji Univ, Minist Educ, Key Lab Geotech & Underground Engn, Shanghai 200092, Peoples R China; [Chen, Zhiyi; Li, Tianbin] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China	Chen, ZY (reprint author), Tongji Univ, Minist Educ, Key Lab Geotech & Underground Engn, Shanghai 200092, Peoples R China.	zhiyichen@tongji.edu.cn			National Natural Science Foundation of China [50908169]; State Key Laboratory of Geo-Hazard Prevention and Geo-Environment Protection [SKLGP2011K009]; Program for Changjiang Scholars and Innovative Research Team in University (PCSIRT) [IRT1029]; Kwang-Hua Fund for College of Civil Engineering, Tongji University	This research was supported by the National Natural Science Foundation of China (Grant No. 50908169), State Key Laboratory of Geo-Hazard Prevention and Geo-Environment Protection (Grant No. SKLGP2011K009), Program for Changjiang Scholars and Innovative Research Team in University (PCSIRT, IRT1029), and the Kwang-Hua Fund for College of Civil Engineering, Tongji University. All supports are gratefully acknowledged.		22	14	17	0	14	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0921-030X			NAT HAZARDS	Nat. Hazards	MAR	2012	61	2					387	401		10.1007/s11069-011-9924-3		15	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	887UH	WOS:000299955600005		
J	Li, JJ; Peng, PH; He, WM				Li, J. -J.; Peng, P. -H.; He, W. -M.			Physical connection decreases benefits of clonal integration in Alternanthera philoxeroides under three warming scenarios	PLANT BIOLOGY			English	Article						Climate warming; clonal integration; growth advantage; physical connection	DIVISION-OF-LABOR; FRAGARIA-CHILOENSIS; ENVIRONMENTAL HETEROGENEITY; GLECHOMA-HEDERACEA; GROWTH; PLANT; CAPACITY; PHOTOSYNTHESIS; GRASSLAND; HABITATS	Physical connection between ramets usually allows clonal plants to perform better but can have the opposite effects in some cases. Clonal integration and the effects of climate warming have been extensively studied, but to date little is known about how climate warming affects the benefits of clonal integration. We conducted a field experiment in which Alternanthera philoxeroides segments with connected and severed stolons were subject to four climate regimes (ambient, day warming, night warming and daily warming), and measured final biomass, number of ramets and total length of stolons. Across the three warming treatments, temperature rise suppressed growth of clonal fragments with connected stolons but increased growth of fragments with severed stolons; temperature rise affected the biomass of distal ramets but not proximal ramets, and had similar effects on the numbers of proximal and distal ramets. When the three warming treatments were considered separately, they had contrasting consequences for the benefits of clonal integration. Specifically, when fragments were exposed to day and night warming, physical connection evened out the advantages of clonal integration that occur under ambient conditions; when fragments were exposed to daily warming, physical connection led to smaller clonal plants. These findings suggest that physical connection between ramets may be disadvantageous to overall performance of A.philoxeroides fragments under climate warming, and also indicate that the net consequences of daily warming outweigh those of day or night warming.	[He, W. -M.] Chinese Acad Sci, State Key Lab Vegetat & Environm Change, Inst Bot, Beijing 100093, Peoples R China; [Li, J. -J.; Peng, P. -H.] Chengdu Univ Technol, Dept Landscape Architecture, Chengdu, Peoples R China	He, WM (reprint author), Chinese Acad Sci, State Key Lab Vegetat & Environm Change, Inst Bot, Beijing 100093, Peoples R China.	weiminghe@ibcas.ac.cn			National Natural Science Foundation of China [30870395]; Ministry of Agriculture of the PRC [2009ZX08005-006B]	We thank X.-Z. Lai for help during the course of the experiments. This research was funded by grants from National Natural Science Foundation of China (30870395) and from the Ministry of Agriculture of the PRC (2009ZX08005-006B).		32	5	6	1	28	WILEY-BLACKWELL	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	1435-8603			PLANT BIOLOGY	Plant Biol.	MAR	2012	14	2					265	270		10.1111/j.1438-8677.2011.00500.x		6	Plant Sciences	Plant Sciences	887LM	WOS:000299928900002	21973262	
J	Shao, ZH; Deng, F; Liang, ML; Xu, XD				Shao, Zehui; Deng, Fei; Liang, Meilian; Xu, Xiaodong			On sets without k-term arithmetic progression	JOURNAL OF COMPUTER AND SYSTEM SCIENCES			English	Article						Arithmetic progression; Szemeredi's theorem; Algorithm; Dynamic programming		For positive integers n and k, let r(k)(n) be the size of the largest subset of {1,2,....n} without arithmetic progressions of length k. The van der Waerden number W(k(1), k(2),..., k(r)) is the smallest integer w such that every r-coloring of {1, 2,..., w} contains a monochromatic k(i)-term arithmetic progression with color i for some i. In this note, an algorithm is proposed to search exact values of rk(n) for some k and n, and some new exact values of r(k)(n) for k = 4,5,6,7,8 are obtained. The results extend the previous ones significantly. It is also shown that r(k+1) (2k(2) + 1) >= 2k(2) - 3k +3 for prime k >= 3, and three lower bounds for van der Waerden numbers are given: W (3, 4, 5) >= 124, W (5, 8) >= 248, W (5, 9) >= 320. (C) 2011 Elsevier Inc. All rights reserved.	[Shao, Zehui] Chengdu Univ, Sch Informat Sci & Technol, Univ Key Lab Pattern Recognit & Intelligent Infor, Chengdu 610106, Peoples R China; [Deng, Fei] Chengdu Univ Technol, Chengdu 610059, Peoples R China; [Liang, Meilian] Guangxi Univ, Sch Math & Informat Sci, Nanning 530004, Peoples R China; [Xu, Xiaodong] Guangxi Acad Sci, Nanning 530007, Peoples R China	Shao, ZH (reprint author), Chengdu Univ, Sch Informat Sci & Technol, Univ Key Lab Pattern Recognit & Intelligent Infor, Chengdu 610106, Peoples R China.	zshao@cdu.edu.cn		Deng, Fei/0000-0002-2218-0853; Shao, Zehui/0000-0003-0764-4135	Chengdu University School Foundation [2010XJZ27]; Science and Technology Project of Chengdu [10RKYB041ZF-023]; Sichuan Youth Science & Technology Foundation [2010JQ0032]; Guangxi National Science Foundation [2011GXNSFA018142]	Supported by Chengdu University School Foundation (2010XJZ27), Science and Technology Project of Chengdu (10RKYB041ZF-023), Sichuan Youth Science & Technology Foundation (2010JQ0032), Guangxi National Science Foundation (2011GXNSFA018142).		9	6	6	1	6	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0022-0000			J COMPUT SYST SCI	J. Comput. Syst. Sci.	MAR	2012	78	2					610	618		10.1016/j.jcss.2011.09.003		9	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods	Computer Science	884PD	WOS:000299719100014		
J	Wang, Z; Huang, WL; Zhao, DP; Pei, SP				Wang, Zhi; Huang, Wenli; Zhao, Dapeng; Pei, Shunping			Mapping the Tohoku forearc: Implications for the mechanism of the 2011 East Japan earthquake (Mw 9.0)	TECTONOPHYSICS			English	Article						2011 great east Japan earthquake; Interplate coupling; Slab hydration; Forearc mantle wedge	NORTHEASTERN JAPAN; MANTLE WEDGE; STRUCTURE BENEATH; P-WAVE; SEISMOLOGICAL EVIDENCE; SEISMIC STRUCTURE; S-WAVE; SERPENTINIZATION; VELOCITY; FLUIDS	To investigate the generation mechanism of the 2011 great East Japan (GEJ) earthquake (M 9.0), we determined a three-dimensional (3-D) seismic model under the NE Japan forearc region using a large number of P and S wave arrival times from local earthquakes. Our results show that the GEJ main-shock occurred in a high-velocity (Vp. Vs) zone with higher Poisson's ratio (sigma). The aftershocks relocated with a master-event location (MEL) procedure indicate that most of them are located at the corner of the mantle wedge along the upper boundary of the subducting Pacific slab, and their focal depths are slightly shallower than the background seismicity. The tomographic images and spatial distribution of the aftershocks imply strong interplate coupling (asperity) in the main-shock area and weak coupling in the surrounding areas of the megathrust zone. We think that fluids in the crust and uppermost mantle in the subduction zone could have affected the earthquake generation through the physical role of fluid pressure and a variety of chemical effects. We conclude that the 2011 GEJ earthquake initiation and the rupture processes of the aftershock sequence were influenced by fluid extrusion into the rupture zone due to the dehydration of the subducting Pacific slab. Fluid-bearing structural heterogeneities with thermal petrologic variations in the megathrust zone played a key role in the initiation of the 2011 GEJ earthquake and its aftershocks. (C) 2011 Elsevier B.V. All rights reserved.	[Wang, Zhi] Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Peoples R China; [Wang, Zhi; Huang, Wenli] Minist Educ, Key Lab Earth Explorat & Informat Tech, Chengdu 610059, Peoples R China; [Zhao, Dapeng] Tohoku Univ, Dept Geophys, Sendai, Miyagi 9808578, Japan; [Pei, Shunping] Chinese Acad Sci, Inst Tibetan Plateau Res, Beijing 100085, Peoples R China	Wang, Z (reprint author), Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Peoples R China.	mike-wang@sohu.com	Wang, Zhi/A-2514-2010	Wang, Zhi/0000-0002-2795-1565; Zhao, Dapeng/0000-0003-2096-5195	NSFC [40872148, 40974024]; excellent innovation team of Chengdu University of Technology;  [NCET-10-0887];  [2010JQ0033];  [KYTD201002]	We appreciate Prof. F. Storti (the Editor), Prof. C. Chiarabba and an anonymous reviewer for their constructive comments and suggestions that improved this paper. We thank Dr. Y. Yamamoto for providing us the hypocenter parameters of suboceanic events located with his OBS data. The waveform and arrival-time data used in this study are provided by the Japan Meteorological Agency (JMA) data center. Most of the figures were made using GMT (Wessel and Smith, 1995). This work was partially supported by the grants of NSFC (40872148, 40974024) and the research grants (NCET-10-0887, 2010JQ0033, KYTD201002). We also thank the Cultivating Program of excellent innovation team of Chengdu University of Technology for supporting this work.		45	11	11	0	13	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0040-1951			TECTONOPHYSICS	Tectonophysics	FEB 20	2012	524						147	154		10.1016/j.tecto.2011.12.032		8	Geochemistry & Geophysics	Geochemistry & Geophysics	908DP	WOS:000301470900012		
J	Liu, JG; Mason, PJ; Yu, E; Wu, MC; Tang, C; Huang, RQ; Liu, HH				Liu, Jian Guo; Mason, Philippa J.; Yu, Eric; Wu, Meng-Che; Tang, Chuan; Huang, Runqiu; Liu, Hanhu			GIS modelling of earthquake damage zones using satellite remote sensing and DEM data	GEOMORPHOLOGY			English	Article						Earthquake damage zone; Geohazards; GIS modelling; Satellite remote sensing; DEM	2008 WENCHUAN EARTHQUAKE; LANDSLIDE HAZARD ASSESSMENT; 3 GORGES AREA; RADAR INTERFEROMETRY; LANDERS EARTHQUAKE; ASTER IMAGERY; CHINA; SUSCEPTIBILITY; BADONG; ZIGUI	The devastating earthquake that occurred in Wenchuan County, Sichuan Province, China, on the 12th May 2008, caused widespread damage and devastation to rural communities and economy. The terrain of the entire region has been weakened and is now highly susceptible to long-term slope instability that will trouble this region for many years to come. Before the earthquake, the maximum seismic intensity expected in the region was VI-VIII in the 12-degree Liedu scale (the intensity measure adopted in China). However, the actual intensity caused by the earthquake ranged between VIII and XI. The seismic intensity map is practical for regional guidance but lacks the detail to provide an adequate representation of the true damage level, in terms of current status and future potential in such a seismically active and populated region, especially when the hazards and risks are likely to be multiple and cascading in high relief areas. This paper presents a GIS based novel approach to earthquake damage zone modelling using satellite remote sensing and DEM data. The novelty is to take into account the co-seismic ground deformation (measured using differential SAR interferometry) as an important modulating factor in modelling the susceptibility of earthquake related geohazards, together with conventional multi-criteria factors which draw on geological and topographical variables such as rock competence, slope, proximity to drainage, and fracture density. The modulating effect of the earthquake greatly enhances the susceptibility in the areas where the majority of the ensuing landslides and debris-flows actually took place. When this susceptibility model is further modulated by the mapped surface disruption caused by the earthquake (which encompasses all forms of mass movement and urban destruction), it is directly linked to seismic intensity and we call it "earthquake damage". The output earthquake damage map represents both the current damage status as well as the future damage (hazard) potential. The resulting earthquake damage map for the Beichuan region clearly defines a series of zones of increasing seismic intensity, approximately corresponding to Liedu values VIII-XI but with great details. Crown Copyright (C) 2011 Published by Elsevier B.V. All rights reserved.	[Liu, Jian Guo; Mason, Philippa J.; Yu, Eric; Wu, Meng-Che] Univ London Imperial Coll Sci Technol & Med, Dept Earth Sci & Engn, London SW7 2AZ, England; [Tang, Chuan; Huang, Runqiu; Liu, Hanhu] Chengdu Univ Technol, State Key Lab Geohazard Prevent, Chengdu 610059, Sichuan, Peoples R China	Liu, JG (reprint author), Univ London Imperial Coll Sci Technol & Med, Dept Earth Sci & Engn, London SW7 2AZ, England.	j.g.liu@imperial.ac.uk			State Key Laboratory of Geohazard Prevention, Chengdu University of Technology, China	This work is supported by the emergency research fund provided by the State Key Laboratory of Geohazard Prevention, Chengdu University of Technology, China. JAXA is sincerely acknowledged for providing ALOS imagery data in its great effort to combat and alleviate the Wenchuan earthquake disaster. We also like to express our sincere gratitude to reviewers of this paper who provided valuable information and detailed advices for us to revise the paper to reach the publication standard.		39	9	10	4	49	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0169-555X			GEOMORPHOLOGY	Geomorphology	FEB 15	2012	139						518	535		10.1016/j.geomorph.2011.12.002		18	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	903YC	WOS:000301158100043		
J	Tang, C; van Asch, TWJ; Chang, M; Chen, GQ; Zhao, XH; Huang, XC				Tang, C.; van Asch, T. W. J.; Chang, M.; Chen, G. Q.; Zhao, X. H.; Huang, X. C.			Catastrophic debris flows on 13 August 2010 in the Qingping area, southwestern China: The combined effects of a strong earthquake and subsequent rainstorms	GEOMORPHOLOGY			English	Article						Debris flows; Heavy rainfall; Co-seismic landslides; Qingping area; Wenchuan earthquake	RAINFALL-INDUCED LANDSLIDES; WENCHUAN EARTHQUAKE; HAZARD ASSESSMENT; CENTRAL TAIWAN; SHALLOW LANDSLIDES; BRITISH-COLUMBIA; DURATION CONTROL; INTENSITY; MOBILIZATION; THRESHOLDS	In the Wenchuan area in SW China, an abundance of loose co-seismic landslide debris was present on the slopes after the Wenchuan earthquake, which in later years served as source material for rainfall-induced debris flows or shallow landslides. Slopes composed of Cambrian sandstones and siltstones intercalated with slates appeared to be most susceptible to co-seismic landsliding. A total of 20 debris flows are described in this paper; all were triggered by heavy rainfall on 13th of August 2010. Field reconnaissance and measurements, supported by aerial photo interpretation, were conducted to identify the locations and morphological characteristics of the debris flow gullies in order to obtain information about surface area and volume of landslides and the debris flows. The debris flows in the study area were initiated by two processes: a) run-off erosion on co-seismic landslide material, and concentrated erosion of landslide debris in steep channels: b) new landslides that transform into debris flows. The volume of debris flow deposits on individual fans varies by many orders of magnitude. The smallest deposit has a volume of from 5760 to 3.1 million m(3). A comparison of the measured volumes, deposited on the fan with the volumes of debris stored in the catchment shows the huge potential for future debris flow activity. Whilst there is a weakly significant positive correlation between these two volumes, no significant statistical correlation could be established between volumes of debris flow deposits and other morphometric parameters of the catchment. A catastrophic debris flow catchment (the Wenjia catchment) was selected as an extreme case to show in detail the mechanism of debris flow formation as a result of intensive erosion in loose material, which was deposited by a rock avalanche during the 2008 Earthquake event. Analyses of the meteorological conditions that triggered these debris flows show one day antecedent precipitation varying between 67.7 and 137.6 mm, with a mean rainfall intensity of about 7.3 to 22.5 mm/h. A rainfall event with peak intensity of 38.7 mm/h triggered the largest debris flow event. Rainfall data related to five debris flow events in the Wenjia torrent was used to establish a primary rainfall intensity-duration relationship for the triggering of debris flows, which was compared to other rainfall duration thresholds from other parts of the world. In the discussion emphasis is laid on the need to unravel the process mechanisms which initiated the debris flows for a better understanding and assessment of meteorological thresholds. Crown Copyright (C) 2011 Published by Elsevier B.V. All rights reserved.	[Tang, C.; Chang, M.; Zhao, X. H.; Huang, X. C.] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 650023, Peoples R China; [van Asch, T. W. J.] Univ Utrecht, Fac Geosci, NL-3584 CS Utrecht, Netherlands; [Chen, G. Q.] Kyushu Univ, Dept Civil & Struct Engn, Nishi Ku, Fukuoka 8190395, Japan	Tang, C (reprint author), Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 650023, Peoples R China.	tangc707@gmail.com	U-ID, Kyushu/C-5291-2016		Key Projects in the National Science & Technology Pillar Program [2011BAK12B01]; Japan Society for the Promotion of Science [22310113]	The research was supported by the Key Projects in the National Science & Technology Pillar Program (No. 2011BAK12B01) and Scientific Research of Japan Society for the Promotion of Science (No. 22310113). We express our gratitude to Zhou Chunhua and Zhou Wei for collection and analysis of rainfall data. Prof. David Petley (Durham University, United Kingdom) helped to improve the language of the paper. The authors thank the reviewer J.J. Dong and other anonymous reviewers for their helpful suggestions to improve the paper.		55	54	67	7	47	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0169-555X			GEOMORPHOLOGY	Geomorphology	FEB 15	2012	139						559	576		10.1016/j.geomorph.2011.12.021		18	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	903YC	WOS:000301158100046		
J	Tang, C; Zhu, J; Chang, M; Ding, J; Qi, X				Tang, Chuan; Zhu, Jing; Chang, Ming; Ding, Jun; Qi, Xin			An empirical-statistical model for predicting debris-flow runout zones in the Wenchuan earthquake area	QUATERNARY INTERNATIONAL			English	Article							DEPOSITION; PATTERNS; VOLUMES; RIVER; FAN	Rainstorm-induced debris flows were remobilized from landslide debris triggered by the May 12, 2008 Wenchuan earthquake. The resulting debris flows had very high energy and transported large amounts of loose material. Their peak discharge reached levels several times normal, notably during the rainstorm-induced debris flows of September 24, 2008 in Beichuan County, in the Wenchuan earthquake area. This phenomenon was due to the presence of large amounts of loose material deposited by the earthquake-induced landslides in the debris-flow catchments. Therefore, errors will occur if existing debris-flow runout models are employed to assess the hazardous zones connected with debris flows in earthquake-affected areas. For this reason, it is necessary to establish an appropriate model to predict the possible debris-flow runout zones on the alluvial fans after the Wenchuan earthquake. Debris flows triggered by the September 24 rainstorm were selected and investigated using high-resolution aerial photography and SPOTS imagery to extract a set of landslide deposit volumes in the debris-flow catchment areas and also the dimensions of the deposition fans. Applying multivariate regression analysis, a mathematical model was established to estimate the maximum runout distance and the width of the debris flows. The validation showed that the established model was suitable for the prediction of the debris-flow runout zones in the Wenchuan earthquake area. The results of the study will help authorities select safe sites for rehabilitation and relocation in the future and can also be used as an important basis for debris-flow risk management. (C) 2010 Elsevier Ltd and INQUA. All rights reserved.	[Tang, Chuan; Zhu, Jing; Chang, Ming; Ding, Jun; Qi, Xin] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Sichuan, Peoples R China	Tang, C (reprint author), Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, 1 Erxianqiao E Rd, Chengdu 610059, Sichuan, Peoples R China.	tangc@cdut.edu.cn			973 Program [2011CB409903]; State Key Laboratory of Geo-Hazard Prevention [SKLGP2009Z004]; National Foundation for Natural Science of China [40772206]	This work was supported by 973 Program (No.2011CB409903), Research Fund of the State Key Laboratory of Geo-Hazard Prevention (SKLGP2009Z004), and the National Foundation for Natural Science of China (No.40772206). The authors wish to express their sincere thanks to Prof. Niek Rengers for the suggestions on earlier versions of the manuscript. Dr. Ed Harp (U.S. Geological Survey) helped to improve the clarity of this paper. Three anonymous reviewers provided critical comments which are gratefully appreciated.		39	22	26	5	31	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1040-6182	1873-4553		QUATERN INT	Quat. Int.	FEB 10	2012	250						63	73		10.1016/j.quaint.2010.11.020		11	Geography, Physical; Geosciences, Multidisciplinary	Physical Geography; Geology	899IY	WOS:000300810800008		
J	Chen, XH; Yang, W; He, ZH; Zhong, WL				Chen, Xuehua; Yang, Wei; He, Zhenhua; Zhong, Wenli			Adaptive acquisition footprint suppression based on a 3D stationary wavelet transform: A case study from China	JOURNAL OF APPLIED GEOPHYSICS			English	Article						Acquisition footprint; Stationary wavelet transform; Soft threshold filtering; Geometric attributes; Coherence; Volumetric curvature		To reduce the acquisition footprint in the geometric attribute analysis of marine seismic data, a 3D stationary wavelet transform (SWT) is presented in this paper. We use the 3D SWT to decompose the seismic volume into multiple levels of cubes in three directions, and we determine the different filter parameters, which vary with depth. Then, we implement the suppression of the acquisition footprint by adaptively reconstructing the weighted filtered wavelet components. The field data examples indicate that the method effectively removes the acquisition footprint and suppresses other types of noise while at the same time, preserving and highlighting geological features. The method can improve the accuracy and reliability of geometric attribute analysis (such as eigenstructure-based coherence and 3D volumetric curvature) in characterizing the internal structure of reservoirs and in structural interpretation. The method can be expected to be applicable to the removal of other kinds of noise on marine seismic datasets. (C) 2011 Elsevier B.V. All rights reserved.	[Zhong, Wenli] Chengdu Univ Technol, Coll Earth Sci, Chengdu 610059, Sichuan, Peoples R China; [Chen, Xuehua; He, Zhenhua] Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Sichuan, Peoples R China; [Chen, Xuehua; Yang, Wei; He, Zhenhua] Chengdu Univ Technol, Coll Geophys, Chengdu 610059, Sichuan, Peoples R China	Zhong, WL (reprint author), Chengdu Univ Technol, Coll Earth Sci, 1 Erxianqiao Dongsan Rd, Chengdu 610059, Sichuan, Peoples R China.	zhongwenli07@cdut.cn			National Natural Science Foundation of China [41004054]; Chengdu University of Technology; Excellent Innovation Team of Chengdu University of Technology [KYTD201002]	This work was supported by the National Natural Science Foundation of China under grant no. 41004054 and the Cultivating Program of Middle-aged Backbone Teachers of Chengdu University of Technology. The authors would like to express their sincere thanks to the China National Offshore Oil Corp. (CNOOC) for supplying the marine seismic data. We greatly thank two reviewers for their constructive comments and editorial suggestions that significantly improved the quality of the manuscript. The authors also acknowledge their colleague Dr. Cai Hanpeng for his useful discussion and comments. This research was also supported by the Cultivating Programme of Excellent Innovation Team of Chengdu University of Technology (grant no. KYTD201002).		22	1	1	1	7	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0926-9851			J APPL GEOPHYS	J. Appl. Geophys.	FEB	2012	77						1	6		10.1016/j.jappgeo.2011.11.004		6	Geosciences, Multidisciplinary; Mining & Mineral Processing	Geology; Mining & Mineral Processing	903CD	WOS:000301092600001		
J	Xiao, S; Liu, MZ; Shang, J; Wang, H				Xiao Song; Liu Ming-Zhe; Shang Jing; Wang Hua			Theoretical investigation of total-asymmetric simple exclusion processes with attachment and detachment	CHINESE PHYSICS B			English	Article						total-asymmetric simple exclusion process; attachment and detachment; mean-field approach; Monte Carlo simulations	MOTORS; COMPARTMENTS; DYNAMICS; SYSTEMS	In this paper, traffic systems with attachment and detachment have been studied by total-asymmetric simple exclusion processes (TASEPs). Attachment and detachment in a one-dimensional system is a type of complex geometry that is relevant to biological transport with the random update rule. The analytical results are presented and have shown good agreement with the extensive Monte Carlo computer simulations.	[Liu Ming-Zhe] Chengdu Univ Technol, Coll Nucl Technol & Automat Engn, Chengdu 610059, Peoples R China; [Xiao Song; Shang Jing; Wang Hua] Kunming Univ Sci & Technol, Fac Met & Energy Engn, Kunming 650093, Peoples R China	Liu, MZ (reprint author), Chengdu Univ Technol, Coll Nucl Technol & Automat Engn, Chengdu 610059, Peoples R China.	liumingzhe007@gmail.com			National Natural Science Foundation of China-Yunnan Union Foundation [U0937604]	Project supported by the National Natural Science Foundation of China-Yunnan Union Foundation (Grant No. U0937604).		21	6	6	3	4	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	1674-1056			CHINESE PHYS B	Chin. Phys. B	FEB	2012	21	2							020514	10.1088/1674-1056/21/2/020514		6	Physics, Multidisciplinary	Physics	897GS	WOS:000300636700027		
