PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Wang, X; Chen, WK; Xu, XL; Lu, CH				Wang Xia; Chen Wenkai; Xu Xianglan; Lu Chunhai			A density functional theoretical study on the chemical adsorption of oxygen on CuCl(111) surface	CHINESE JOURNAL OF CATALYSIS			Chinese	Article						density functional theory; adsorption; oxygen; cuprous chloride; periodical slab model	GOLD CLUSTERS; DISSOCIATIVE ADSORPTION; MOLECULAR-OXYGEN; O-2; CO; REACTIVITY; COPPER; ADDUCTS; SOLIDS; SITE	The adsorption of O-2 molecules and O atoms on the CuCl(111) surface was studied using first-principle calculations based on the density functional theory with the generalized gradient approximation developed by Perdew and Wang (PW91). Adsorption models under different coverages of the CuCl(111) surface were considered. The adsorption over various adsorption sites (top-V, hollow-VI bridge-V, Cl-V, top-P, hollow-P, bridge-P, and Cl-P sites) was selected for calculation. The optimized results indicated that the adsorption was very stable when the coverage was set to 0.25 monolayer. The O-2 molecule was inclined to adsorb aslant on the CuCl(111) surface, and the O-O stretching vibrational frequencies were significantly red-shifted. The results of the Mulliken population analysis and the density of states indicated that the charges transferred from Cu to oxygen. The O atom was likely to adsorb at the hollow site of the CuCl(111) surface. The Mulliken population analysis and the density of states were calculated to explain the computed results.	Fuzhou Univ, Dept Chem, Fujian 350002, Peoples R China; Chengdu Univ Technol, Coll Appl Nucl Technol & Automat Engn, Chengdu 610059, Sichuan, Peoples R China	Wang, X (reprint author), Fuzhou Univ, Dept Chem, Fujian 350002, Peoples R China.	qc2008@fzu.edu.cn	Chen, Wen-Kai/G-9746-2011					33	7	8	1	3	SCIENCE PRESS	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA	0253-9837	1872-2067		CHINESE J CATAL	Chin. J. Catal.	AUG	2007	28	8					696	702				7	Chemistry, Applied; Chemistry, Physical; Engineering, Chemical	Chemistry; Engineering	210RA	WOS:000249472100007		
J	Li, YL; Wang, CS; Hu, MM; Bak, M; Wang, JJ; Chen, L				Li YaLin; Wang ChengShan; Hu MuMian; M. Bak; Wang JinJun; Chen Lei			Characteristics of Early Eocene radiolarian assemblages of the Saga area, southern Tibet and their constraint on the closure history of the Tethys	CHINESE SCIENCE BULLETIN			English	Article						Tibet; radiolarian; deep sea deposit; Early Eocene; Tethys	ZANGBO SUTURE; INDIA; COLLISION; TECTONICS; ASIA; HIMALAYA; EURASIA	Quantitative analysis of Early Eocene radiolarian assemblages discovered in the sedimentary melange (accretionary prism) of the Saga area, southern Tibet provides new information to constrain the timing of Tethys closure and the initial collision of India and Eurasia. The radiolarian species of Saga include Amphisphaera coronata (Ehrenberg), Buryella hannae Bak & Barwicz-Piskorz, Buryella clinata Foreman, Buryella tetradica Foreman, Calocycloma ampulla (Ehrenberg), Lamptonium fabaeforme constrictum Riedel and Sanfilippo, Lamptonium pennatum Foreman, Lithomespilus coronatus Squinabol and Lamptonium (?) colymbus Foreman. The adequate and reliable correlation of these radiolarians specimens indicates that the assemblage is of Early Eocene in age. The age and depositional environment of these radiolarians testify that deep ocean basins existed between India Plate and Asia Plate during the Early Eocene. The complete closure of Tethys must have taken place at least after the Early Eocene.	China Univ Geosci, Res Ctr Tibetan Plateau Geol, Beijing 100083, Peoples R China; Nanjing Univ, Sch Earth Sci, Nanjing 210093, Peoples R China; Jagiellonian Univ, Inst Geol Sci, Krakow, Poland; Chengdu Univ Technol, Inst Sedimentary Geol, Chengdu 610059, Peoples R China	Li, YL (reprint author), China Univ Geosci, Res Ctr Tibetan Plateau Geol, Beijing 100083, Peoples R China.	liyalin@cugb.edu.cn						28	12	16	3	12	SCIENCE CHINA PRESS	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA	1001-6538			CHINESE SCI BULL	Chin. Sci. Bull.	AUG	2007	52	15					2108	2114		10.1007/s11434-007-0302-1		7	Multidisciplinary Sciences	Science & Technology - Other Topics	198YP	WOS:000248663700014		
J	Densmore, AL; Ellis, MA; Li, Y; Zhou, RJ; Hancock, GS; Richardson, N				Densmore, Alexander L.; Ellis, Michael A.; Li, Yong; Zhou, Rongjun; Hancock, Gregory S.; Richardson, Nicholas			Active tectonics of the Beichuan and Pengguan faults at the eastern margin of the Tibetan Plateau	TECTONICS			English	Article							CALIFORNIA SHEAR ZONE; LOWER CRUSTAL FLOW; CHINA; DEFORMATION; SICHUAN; UPLIFT; SLIP; THERMOCHRONOLOGY; MECHANISMS; INFERENCES	The steep, high-relief eastern margin of the Tibetan Plateau has undergone rapid Cenozoic cooling and denudation yet shows little evidence for large- magnitude shortening or accommodation generation in the foreland basin. We address this paradox by using a variety of geomorphic observations to place constraints on the kinematics and slip rates of several large faults that parallel the plateau margin. The Beichuan and Pengguan faults are active, dominantly dextral- slip structures that can be traced continuously for up to 200 km along the plateau margin. Both faults offset fluvial fill terraces that yield inheritance- corrected, cosmogenic 10 Be exposure ages of < 15 kyr, indicating latest Pleistocene activity. The Pengguan fault appears to have been active in the Holocene at two sites along strike. Latest Quaternary apparent throw rates on both faults are variable along strike but are typically < 1 mm yr(-1). Rates of strike- slip displacement are likely to be several times higher, probably similar to 1-10 mm yr(-1) but remain poorly constrained. Late Quaternary folding and dextral strike- slip has also occurred along the western margin of the Sichuan Basin, particularly associated with the present- day mountain front. These observations support models for the formation and maintenance of the eastern plateau margin that do not involve major upper crustal shortening. They also suggest that activity on the margin- parallel faults in eastern Tibet may represent a significant seismic hazard to the densely populated Sichuan Basin.	Univ Durham, Inst Hazard & Risk Res, Dept Geog, Durham, England; Univ Memphis, Ctr Earthquake Res & Informat, Memphis, TN 38152 USA; Chengdu Univ Technol, Natl Key Lab Oil & Gas Reservoir Geol & Exploitat, Chengdu, Peoples R China; Seismol Bur Sichuan Prov, Chengdu, Peoples R China; Coll William & Mary, Dept Geol, Williamsburg, VA USA; Swiss Fed Inst Technol, Dept Earth Sci, Zurich, Switzerland	Densmore, AL (reprint author), Univ Durham, Inst Hazard & Risk Res, Dept Geog, Durham, England.		Densmore, Alexander/A-1630-2012; Hancock, Gregory/I-7310-2012	Densmore, Alexander/0000-0003-0629-6554; 				43	219	285	8	83	AMER GEOPHYSICAL UNION	WASHINGTON	2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA	0278-7407			TECTONICS	Tectonics	JUL 17	2007	26	4							TC4005	10.1029/2006TC001987		17	Geochemistry & Geophysics	Geochemistry & Geophysics	193QX	WOS:000248290400001		
J	Ran, R; Yu, Y; Wan, T				Ran, Rong; Yu, You; Wan, Tao			Photoinitiated RAFT polymerization in the presence of trithiocarbonate	JOURNAL OF APPLIED POLYMER SCIENCE			English	Article						trithiocarbionate; living polymerization; photopolymerization; block copolymers; styrene	FREE-RADICAL POLYMERIZATION; FRAGMENTATION CHAIN TRANSFER; BLOCK-COPOLYMERS; ULTRAVIOLET-RADIATION; 2-COMPONENT INIFERTER; AMBIENT-TEMPERATURE; TELECHELIC POLYMERS; STYRENE; AGENTS; ACID	A reversible addition-fragmentation chain transfer agent, S,S'-bis(alpha,alpha'-dimethyl-alpha ''-acetic acid) trithiocarbonate (TTCA), for free radical polymerization was synthesized. The photopolymerizations (Szwarc et al., J Am Chem Soc 1956, 78, 2656) of styrene (St) and butyl acrylate in the presence of TTCA were carried out at room temperature, and the results showed that both ln[M](0)/[M] and molecular weight were linearly increased with monomer conversion, while the molecular weight distribution became slightly narrower as monomer conversion increased. Moreover, the calculated molecular weight of PSt and PBA agreed quite well with the experiment values determined by gel permeation chromatography and NMR. These experimental data demonstrated characteristics of controlled/living photopolymerizations. In addition, the triblock copolymer, PSt-PBA-PSt, with very good control over molecular weight and narrow polydispersity (PDI = 1.12-1.14), was successfully prepared using PSt-S-C(=S) -S-PSt as macrophotoinitiator under UV irradiation at room temperature. Both FTIR and H-1 NMR spectra data indicated the presence of trithiocarbionate structure in PSt. (c) 2007 Wiley Periodicals, Inc.	Sichuan Univ, Coll Polymer Sci & Engn, State Key Lab Polymer Mat Engn, Chengdu 610065, Peoples R China; Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China	Ran, R (reprint author), Sichuan Univ, Coll Polymer Sci & Engn, State Key Lab Polymer Mat Engn, Chengdu 610065, Peoples R China.	ranrongsong@sina.com		Yu, You/0000-0002-9352-3964				41	29	29	0	23	JOHN WILEY & SONS INC	HOBOKEN	111 RIVER ST, HOBOKEN, NJ 07030 USA	0021-8995			J APPL POLYM SCI	J. Appl. Polym. Sci.	JUL 15	2007	105	2					398	404		10.1002/app.25581		7	Polymer Science	Polymer Science	171BI	WOS:000246709500014		
J	Zhang, OY; Feng, XF; Xu, JX				Zhang, Ou-yang; Feng, Xiufu; Xu, Jiong-Xin			Impacts of flood events in coarse sediment-producing areas on channel siltation and fluvial process of the lower Yellow River	INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH			English	Article						channel siltation; fluvial process; coarse sediment-producing areas; flood events; Yellow River basin	LOESS PLATEAU; CHINA	The method of multiple regression is used to analyze the influences of flood events from the coarse sediment producing areas on the channel siltation and fluvial process of the lower Yellow River based on the flood events from 1950 to 1985. The results showed that the flood events from the coarse sediment producing areas carry larger amounts of sediment load and coarser particle sizes than from other source areas, which increases deposition in the lower river channel. And there exist good correlations between channel siltation of the lower reaches of the Yellow River and the coming water and sediment of flood events from the coarse sediment producing areas. Through these correlations, the amounts of sediment deposition in the lower river channel could be roughly estimated based on the runoff and sediment load of flood events from the coarse sediment producing areas. The sediment deposition caused the fluvial process. There exists a complex response of channel form change to the coming water and sediment load of flood events from the coarse sediment producing areas. When the sediment concentration is smaller than 200kg/m(3), the ratio between wide-depth ratio after flood and wide-depth ratio before flood((B/h)(a)/(B/h)(b)) Will increase with the increase of the maximum sediment concentration; when the sediment concentration is near 200kg/m(3), (B/h)(a)/(B/h)(b) reaches the maximum value; and when the sediment concentration reaches the limits of hyperconcentrated flow, (B/h)(a)/(B/h)(b) will decrease with the increase of the maximum sediment concentration. Generally, flood events from the coarse sediment producing areas made channel form of the lower Yellow River deeper and narrower, but a large amount of sediment deposition simultaneously occurs. So, the impacts of flood events from the coarse sediment producing areas on the channel of the lower Yellow River are lessened.	[Zhang, Ou-yang] Changjiang Water Resources Commiss, Bureau Hydrol, Wuhan 4310010, Peoples R China; [Feng, Xiufu] Chengdu Univ Technol, Chengdu 610059, Peoples R China; [Xu, Jiong-Xin] Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Beijing 100101, Peoples R China	Zhang, OY (reprint author), Changjiang Water Resources Commiss, Bureau Hydrol, Wuhan 4310010, Peoples R China.	zhangouyang@tsinghua.org.cn						18	3	6	1	9	IRTCES	BEIJING	PO BOX 366, BEIJING, 100044, PEOPLES R CHINA	1001-6279			INT J SEDIMENT RES	Int. J. Sediment Res.	JUL	2007	22	2					142	149				8	Environmental Sciences; Water Resources	Environmental Sciences & Ecology; Water Resources	320BW	WOS:000257209700006		
J	Chen, G; Zhang, J; Wei, Y				Chen, Guanggan; Zhang, Jian; Wei, Yunyun			Energy criterion of global existence for supercritical nonlinear Schrodinger equation with harmonic potential	JOURNAL OF MATHEMATICAL PHYSICS			English	Article							BOSE-EINSTEIN CONDENSATION; GROSS-PITAEVSKII EQUATION; KLEIN-GORDON EQUATIONS; NON-LINEAR SCHRODINGER; SHARP THRESHOLD; CAUCHY-PROBLEM; STABILITY; COLLAPSE; WAVES	This paper is concerned with the supercritical nonlinear Schrodinger equation with a harmonic potential which describes the attractive Bose-Einstein condensate under a magnetic trap. We establish two types of new invariant evolution flows. Then, in terms of the Hamiltonian invariants, we derive a new sharp energy criterion for global existence and blowing up of solutions of the equation, which can be precisely computed in the Bose-Einstein condensate.	Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Peoples R China; Chengdu Univ Technol, Coll Informat Management, Chengdu 610059, Peoples R China	Chen, G (reprint author), Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Peoples R China.	chenguanggan@hotmail.com; zhangjiancdv@sina.com; yunyunwei@sina.com						28	6	6	1	3	AMER INST PHYSICS	MELVILLE	CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA	0022-2488			J MATH PHYS	J. Math. Phys.	JUL	2007	48	7							073513	10.1063/1.2752010		8	Physics, Mathematical	Physics	196MF	WOS:000248486000034		
J	Xu, GQ; Zhang, SN; Li, ZD; Song, LL; Liu, HM				Xu Guoqiang; Zhang Shaonan; Li Zhongdong; Song Lailiang; Liu Huimin			Carbonate sequence stratigraphy of a back-arc basin: A case study of the Qom Formation in the Kashan Area, Central Iran	ACTA GEOLOGICA SINICA-ENGLISH EDITION			English	Article						Iran; Tertiary; Qom Formation; back-arc basin; carbonate; sequence stratigraphy	SINO-KOREAN PLATE; FOLD-THRUST BELT; EVOLUTION; SYSTEM; SHELF; SEA; DEPOSITION; MIOCENE; ZONE; USA	The Qorn Formation comprises Oligo-Miocene deposits from a marine succession distributed in the Central Basin of Iran. It is composed of five members designated as A-F. Little previous work exists on the sequence stratigraphy. Based on an integrated study of sequence stratigraphy with outcrop data, wells and regional seismic profiles, the Qorn Formation is interpreted as a carbonate succession deposited in a mid-Tertiary back-arc basin. There are two second-order sequences (designated as SS1 and SS2) and five third-order sequences (designated as Sl-S5). Five distinct systems tracts including transgressive, highstand, forced regressive, slope margin and lowstand have been recognized. The relationship between the sequences and lithologic sub-units has been collated and defined (S1 to S5 individually corresponding to A-Cl, C2-C4, D-E, the lower and upper portions of F); a relative sea level change curve and the sequence stratigraphic framework have been established and described in detail. The coincidence of relative sea level change between that of the determined back-arc basin and the world indicates that the sedimentary cycles of the Qorn Formation are mainly controlled by eustatic cycles. The variable combination of the systems tracts and special tectonic-depositional setting causally underpin multiple sequence stratigraphic framework styles seen in the carbonates of the back-arc basin revealing: (1) a continental margin basin that developed some form of barrier, characterized by the development of multiple cycles of carbonate-evaporites; (2) a flat carbonate ramp, which occurred on the southern shelf formed by the lack of clastic supply from nearby magmatic islands plus mixed siliciclastics and carbonates that occurred on the northern shelf due to a sufficient clastics supply from the land; and (3) a forced regressive stratigraphic stacking pattern that occured on the southern shelf and in basin lows due to the uplifting of the southern shelf. Thick and widespread aggradational framework limestone usually occurs in the initial sequences (S1 and S3) of the supersequence, which led to preferential oil reservoir deposition but a lack of source and cap rocks, whereas the retrogradational and progradational framework limestone usually occurs in the later sequences (S2 and S4-S5) of the supersequence, which results in two perfect sets of source, reservoir and cap rock assemblies, so that the limestone in sub-member C2-C4 and the F-Member can be predicted as important objects for oil exploration.	Shengli Oilfield Co Ltd, Geol Res Inst, Shandong 257015, Peoples R China; Chengdu Univ Technol, State Key lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Sichuan, Peoples R China; Chinese Acad Sci, Inst Geochem, Guangzhou 510640, Guangdong, Peoples R China	Song, LL (reprint author), Shengli Oilfield Co Ltd, Geol Res Inst, Shandong 257015, Peoples R China.	songll@slof.com						36	4	4	2	5	GEOLOGICAL SOC CHINA	BEIJING	26 BAIWANZHUANG, FUWAI, BEIJING 100037, PEOPLES R CHINA	1000-9515			ACTA GEOL SIN-ENGL	Acta Geol. Sin.-Engl. Ed.	JUN	2007	81	3					488	500				13	Geosciences, Multidisciplinary	Geology	186CX	WOS:000247757800016		
J	Huang, GX; Yin, F				Huang, Guang-Xin; Yin, Feng			Matrix inverse problem and its optimal approximation problem for R-symmetric matrices	APPLIED MATHEMATICS AND COMPUTATION			English	Article						R-symmetric matrix; matrix inverse problem; least-squares solution; optimal approximation problem	CENTROSYMMETRIC MATRICES; SOLVABILITY CONDITIONS; PERSYMMETRIC MATRICES; GENERALIZED SYMMETRY; SKEW SYMMETRY; EIGENPROBLEM; EIGENVECTORS; EIGENVALUES	Let R is an element of C-nxn be a nontrivial involution, i.e., R-2 = I and R not equal +/- I. A matrix A is an element of C-nxn is called R-symmetric if RAR = A. The solvability conditions and the expression of the matrix inverse problem for R-symmetric matrices with R* = R are derived, also the least-squares solutions of the matrix inverse problem for R-symmetric matrices with R* = R are given. The corresponding optimal approximation problem for R-symmetric matrices with R* = R is considered. We firstly point out that the optimal approximation problem is solvable, then get the expression of its unique solution. It can be seen that this paper generalizes the results mentioned in Zhou [F.-Z. Zhou, L. Zhang, X.-Y. Hu, Least-square solutions for inverse problem of centrosymmetric matrices, Comput. Math. Appl. 45 (2003) 1581-1589]. (c) 2006 Elsevier Inc. All rights reserved.	Chengdu Univ Technol, Coll Informat & Management, Chengdu 610059, Peoples R China; Sichuan Univ Sci & Technol, Dept Math, Zigong 643000, Peoples R China	Huang, GX (reprint author), Chengdu Univ Technol, Coll Informat & Management, Chengdu 610059, Peoples R China.	huangx@cdut.edu.cn; fyin@suse.edu.cn						20	3	7	0	1	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	0096-3003	1873-5649		APPL MATH COMPUT	Appl. Math. Comput.	JUN 1	2007	189	1					482	489		10.1016/j.amc.2006.11.157		8	Mathematics, Applied	Mathematics	179ZD	WOS:000247328400049		
J	Ou, O				Ou, Ou			Global robust exponential stability of delayed neural networks: An LMI approach	CHAOS SOLITONS & FRACTALS			English	Article							TIME-VARYING DELAYS	In this paper, the problems of determining the robust exponential stability and estimating the exponential convergence rate for neural networks with parametric uncertainties and time delay are studied. Based on Lyapunov-Krasovskii stability theory for functional differential equations and the linear matrix inequality (LMI) technique, some delay-dependent criteria are derived to guarantee global robust exponential stability. The exponential convergence rate can be easily estimated via these criteria. (c) 2006 Published by Elsevier Ltd.	Chengdu Univ Technol, Coll Informat Engn, Chengdu 610059, Peoples R China	Ou, O (reprint author), Chengdu Univ Technol, Coll Informat Engn, Chengdu 610059, Peoples R China.	ouou@cdut.edu.cn						19	10	12	1	2	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0960-0779	1873-2887		CHAOS SOLITON FRACT	Chaos Solitons Fractals	JUN	2007	32	5					1742	1748		10.1016/j.chaos.2005.12.026		7	Mathematics, Interdisciplinary Applications; Physics, Multidisciplinary; Physics, Mathematical	Mathematics; Physics	140KO	WOS:000244504000018		
J	Chen, KP; Jiao, JJ; Huang, JM; Huang, RQ				Chen, Kouping; Jiao, Jiu J.; Huang, Jianmin; Huang, Runqiu			Multivariate statistical evaluation of trace elements in groundwater in a coastal area in Shenzhen, China	ENVIRONMENTAL POLLUTION			English	Article						correlation matrix; principal component analysis; Q-mode factor analysis; hierarchical cluster analysis; trace element; groundwater	PRINCIPAL COMPONENT ANALYSIS; ENVIRONMENTAL DATA; RIVER; WATER; SEDIMENTS; POLLUTION; EVOLUTION	Multivariate statistical techniques are efficient ways to display complex relationships among many objects. An attempt was made to study the data of trace elements in groundwater using multivariate statistical techniques such as principal component analysis (PCA), Q-mode factor analysis and cluster analysis. The original matrix consisted of 17 trace elements estimated from 55 groundwater samples colleted in 27 wells located in a coastal area in Shenzhen, China. PCA results show that trace elements of V, Cr, As, Mo, W, and U with greatest positive loadings typically occur as soluble oxyanions in oxidizing waters, while Mn and Co with greatest negative loadings are generally more soluble within oxygen depleted groundwater. Cluster analyses demonstrate that most groundwater samples collected from the same well in the study area during summer and winter still fall into the same group. This study also demonstrates the usefulness of multivariate statistical analysis in hydrochemical studies. (C) 2006 Elsevier Ltd. All rights reserved.	Univ Hong Kong, Dept Earth Sci, Hong Kong, Hong Kong, Peoples R China; Chengdu Univ Technol, Dept Environm & Civil Engn, Chengdu 610065, Peoples R China	Chen, KP (reprint author), Univ Hong Kong, Dept Earth Sci, Pokfulam Rd, Hong Kong, Hong Kong, Peoples R China.	kpchen@hkusua.hku.hk	Jiao, Jiu/B-5185-2008	Jiao, Jiu/0000-0002-7180-6488				28	106	109	6	36	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0269-7491	1873-6424		ENVIRON POLLUT	Environ. Pollut.	JUN	2007	147	3					771	780		10.1016/j.envpol.2006.09.002		10	Environmental Sciences	Environmental Sciences & Ecology	174DS	WOS:000246922000042	17134805	
