PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Zhang, XQ; Sui, Y; Wang, XJ; Xie, RS				Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi			Structure-property relationship of GdCrO3-modified BiFeO3 ceramics	JOURNAL OF ALLOYS AND COMPOUNDS			English	Article						Multiferroic; BiFeO3; Solid solutions; Magnetoelectric coupling	CO SUBSTITUTED BIFEO3; ELECTRICAL-PROPERTIES; STABILITY	Solid solutions of perovskites (1-x)BiFeO3-xGdCrO(3) (x = 0, 0.1 and 0.2) has been synthesized under high-pressure conditions in an attempt to find magnetoelectric materials. Structural studies of these samples show a compositional-driven phase transition from rhombohedral for x = 0 to orthorhombic symmetry for x = 0.2, with a mixture of the two phases for x = 0.1. Magnetic and ferroelectric properties of these samples are shown to correlate with evolution of their structural state. The addition of GdCrO3 in BiFeO3 leads to a ferroelectric-paraelectric phase transition. The magnetic properties of BiFeO3 are improved due to structural distortion and partial destruction of spiral spin structure caused by introducing GdCrO3. The best combination of multiferroic characteristics, with remanent polarization and magnetization of 10.1 mu C/cm(2) and 0.118 emu/g, respectively, was realized in the sample with x = 0.1. The magnetodielectric and magnetoelectric effect of these samples were evaluated. Published by Elsevier B.V.	[Zhang, Xingquan; Xie, Ruishi] Southwest Univ Sci & Technol, Analyt & Testing Ctr, Mianyang 621010, Sichuan, Peoples R China; [Sui, Yu; Wang, Xianjie] Harbin Inst Technol, Dept Phys, Ctr Condensed Matter Sci & Technol CCMST, Harbin 150001, Peoples R China	Zhang, XQ (reprint author), Southwest Univ Sci & Technol, Analyt & Testing Ctr, Mianyang 621010, Sichuan, Peoples R China.	zxqli@163.com			Doctoral Foundation of the Southwest University of Science and Technology [11zx7138]; National Natural Science Foundation of China [10804024]	This work was supported by the Doctoral Foundation of the Southwest University of Science and Technology (11zx7138) and the National Natural Science Foundation of China (Grant No. 10804024).		42	3	3	6	54	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0925-8388	1873-4669		J ALLOY COMPD	J. Alloy. Compd.	OCT 15	2014	610						382	387		10.1016/j.jallcom.2014.05.050		6	Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	Chemistry; Materials Science; Metallurgy & Metallurgical Engineering	AL0IR	WOS:000338811100059		
J	Liu, ZL; Cai, LC; Zhang, XL				Liu, Zhong-Li; Cai, Ling-Cang; Zhang, Xiu-Lu			Novel high pressure structures and superconductivity of niobium disulfide	JOURNAL OF ALLOYS AND COMPOUNDS			English	Article						High pressure; Phase transition; Superconductivity; Niobium disulfide	TRANSITION-METAL DICHALCOGENIDES; AUGMENTED-WAVE METHOD; NBS2; PSEUDOPOTENTIALS; TEMPERATURE; SCATTERING; SULFIDES	We have investigated the pressure-induced phase transition and superconducting properties of niobium disulfide (NbS2) based on the density functional theory. The structures of NbS2 at pressures from 0 to 200 GPa were predicted using the multi-algorithm collaborative (MAC) structure prediction technique. The previously known 1T-, 2H-, and 3R-NbS2 were successfully reproduced. In addition, many metastable structures which are potential to be synthesized were also discovered. Based on the enthalpy calculations, we found that at 26 GPa NbS2 transits from the double-hexagonal (2H) structure to the tetragonal I4/mmm structure with a 10.6% volume reduction. The calculated elastic constants and phonon dispersion curves of I4/mmm-NbS2 confirm its mechanical and dynamical stability at high pressure. More interestingly, the coordination number of Nb in I4/mmm structure is eight which is larger than that in the traditional metal dichalcogenides, indicating a new type of bondings of Nb and S atoms. In the new Nb-S bondings, one Nb atom and neighboring eight S atoms form a [NbS8]hexahedron unit. Furthermore, 14/mmm-NbS2 exhibits a higher superconducting critical temperature than 2H-NbS2, as is resulted from the stronger electron-phonon coupling coefficients. (C) 2014 Elsevier B.V. All rights reserved.	[Liu, Zhong-Li] Luoyang Normal Univ, Coll Phys & Elect Informat, Luoyang 471022, Peoples R China; [Cai, Ling-Cang] Inst Fluid Phys, Lab Shock Wave & Detonat Phys Res, Mianyang 621900, Sichuan, Peoples R China; [Zhang, Xiu-Lu] Southwest Univ Sci & Technol, Lab Extreme Condit Matter Properties, Mianyang 621010, Sichuan, Peoples R China	Liu, ZL (reprint author), Luoyang Normal Univ, Coll Phys & Elect Informat, Luoyang 471022, Peoples R China.	zl.liu@163.com			National Natural Science Foundation of China [11104127, 11104227]; NSAF of China [U1230201/A06]; CAEP [2010A0101001]; Science Research Scheme of Henan Education Department [2011A140019]	The research was supported by the National Natural Science Foundation of China (11104127 and 11104227), the NSAF of China under Grant No. U1230201/A06, the Project 2010A0101001 funded by CAEP, and the Science Research Scheme of Henan Education Department under Grand No. 2011A140019.		42	4	4	11	123	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0925-8388	1873-4669		J ALLOY COMPD	J. Alloy. Compd.	OCT 15	2014	610						472	477		10.1016/j.jallcom.2014.05.013		6	Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	Chemistry; Materials Science; Metallurgy & Metallurgical Engineering	AL0IR	WOS:000338811100074		
J	Wen, JW; Zhang, DW; Chen, CH; Ding, CX; Yu, Y; Maier, J				Wen, Jian-Wu; Zhang, Da-Wei; Chen, Chun-Hua; Ding, Chu-Xiong; Yu, Yan; Maier, Joachim			Cathodes with intrinsic redox overcharge protection: A new strategy towards safer Li-ion batteries	JOURNAL OF POWER SOURCES			English	Article						Redox shuttle; Electrode; Copper oxide; Safety; Lithium battery	RECHARGEABLE LITHIUM BATTERIES; CELLS; ELECTROLYTES; SURFACE	Overcharge safety is the most crucial problem facing especially large-sized lithium-ion batteries (LIBs) packs owing to the inevitable inhomogeneity of charge-state for each cell. We propose a fresh safety strategy to avoid overcharging, i.e. the use of a solid-state anti-overcharge additive to perform an intrinsic overcharge protection. The mechanism is triggered from a solid-state composite cathode obtained by typically mixing a pre-selected transition-metal oxide with a certain cathodes thus constituting a composite cathode. The effectiveness of this strategy is demonstrated with an example of LiCoO2/CuO (95:5 by weight) composite, which exhibits high-potential (up to 5 V vs. Li+/Li) and long-period (month-level) anti-overcharge performance. It is found that the additive does not hurt the electrochemical cycling performance under normal operational conditions. This novel safety strategy is simple and flexible, which may open a new window to develop safer LIBs systems. (C) 2014 Elsevier B.V. All rights reserved.	[Wen, Jian-Wu; Zhang, Da-Wei; Chen, Chun-Hua; Ding, Chu-Xiong; Yu, Yan] Univ Sci & Technol China, Dept Mat Sci & Engn, CAS Key Lab Mat Energy Convers, Hefei 230026, Anhui, Peoples R China; [Wen, Jian-Wu; Zhang, Da-Wei; Chen, Chun-Hua; Ding, Chu-Xiong; Yu, Yan] Univ Sci & Technol China, Collaborat Innovat Ctr Suzhou Nano Sci & Technol, Hefei 230026, Anhui, Peoples R China; [Wen, Jian-Wu] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Sichuan, Peoples R China; [Yu, Yan; Maier, Joachim] Max Planck Inst Solid State Res, D-70569 Stuttgart, Germany	Chen, CH (reprint author), Univ Sci & Technol China, Dept Mat Sci & Engn, CAS Key Lab Mat Energy Convers, Hefei 230026, Anhui, Peoples R China.	cchchen@ustc.edu.cn; yanyumse@ustc.edu.cn	Chen, Chunhua/F-5897-2010; Yu, Yan/C-7031-2012; Wen, Jianwu/D-4666-2017		National Natural Science Foundation of China [20971117, 10979049, 21171015, 21373195, J1030412]; Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [11zxfk26]; Sofja Kovalevskaja Award from Alexander von Humboldt Foundation; "1000 plan" from Chinese Government; Fundamental Research Funds for the Central Universities [WK2060140014, WK2060140016]; Program for New Century Excellent Talents in University	The authors acknowledge the National Natural Science Foundation of China (Nos. 20971117, 10979049, 21171015, 21373195 and J1030412) and the Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials (No. 11zxfk26). This work is also financially supported from Sofja Kovalevskaja Award from Alexander von Humboldt Foundation, the "1000 plan" from Chinese Government, the Fundamental Research Funds for the Central Universities (WK2060140014, WK2060140016) and Program for New Century Excellent Talents in University.		25	3	3	4	123	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0378-7753	1873-2755		J POWER SOURCES	J. Power Sources	OCT 15	2014	264						155	160		10.1016/j.jpowsour.2014.04.077		6	Chemistry, Physical; Electrochemistry; Energy & Fuels; Materials Science, Multidisciplinary	Chemistry; Electrochemistry; Energy & Fuels; Materials Science	AJ7FE	WOS:000337861800021		
J	Liu, JF; You, Y; Chen, XQ; Liu, JK; Chen, XZ				Liu Jinfeng; You Yong; Chen Xiaoqing; Liu Jiankang; Chen Xingzhang			Characteristics and hazard prediction of large-scale debris flow of Xiaojia Gully in Yingxiu Town, Sichuan Province, China	ENGINEERING GEOLOGY			English	Article						Debris flow; Disaster characteristics; Wenchuan earthquake; Hazard prediction; Runout distance	2008 WENCHUAN EARTHQUAKE; RUNOUT CHARACTERISTICS; LANDSLIDE; SEGREGATION; SIMULATION	The Wenchuan earthquake of May 12, 2008 produced large amounts of loose solid material that can lead to the development of devastating debris flows. In 5 years since the earthquake, large numbers of large-scale debris flows occurred and caused great damage to the resettled population and the reconstruction efforts. The reconstructed Yingxiu Town suffered debris flow and its secondary disaster in the past 5 years, and will be in the risk range of debris flow hazard in the future. It is very important to predict debris flow and its secondary hazard (especially the dam-breaking flood) near the town. The debris flow of the Xiaojia Gully was described and analyzed as a typical large-scale case in the Yingxiu area. The study aimed to describe the debris flow event, investigate the sediment supply conditions, analyze the characteristics of the debris flow deposition, calculate the river-blocking parameters, and predict the damage of dam-breaking flood to Yingxiu Town under different debris flow frequencies. Debris flows in Xiaojia Gully were well developed and occurred several times, resulting in frequent interruption of traffic on the S303 road. The interpretation of satellite images showed that landslide deposition, channel deposition, and soil erosion sediment were three kinds of sediment supply types for debris flow formation. 188 sediment supply sites in total were identified in the catchment. The total area for the supply of sediment for debris flows is about 0.99 km(2), giving a total volume of 532.09 x 10(4) m(3). If the Yuzi River is blocked by debris flow material, the dam-breaking flood can cause potential damage to the newly constructed Yingxiu Town. The calculation results reveal that debris flows with a frequency of 5% and 10% are impossible to cause river-blockage, and consequently, the Yingxiu Town is safe in these situations. However, debris flows with a frequency of 1% and 2% may cause river blockage and the dam-breaking flood can cause damage to the Yingxiu Town. (C) 2014 Elsevier B.V. All rights reserved.	[Liu Jinfeng; You Yong; Chen Xiaoqing; Liu Jiankang] Chinese Acad Sci, Key Lab Mt Hazards & Earth Surface Proc, Chengdu 610041, Peoples R China; [Liu Jinfeng; You Yong; Chen Xiaoqing; Liu Jiankang] Chinese Acad Sci, Inst Mt Hazards & Environm, Chengdu 610041, Peoples R China; [Chen Xingzhang] Southwest Univ Sci & Technol, Sch Environm & Resources, Mianyang 621010, Peoples R China	Liu, JF (reprint author), Chinese Acad Sci, Key Lab Mt Hazards & Earth Surface Proc, Chengdu 610041, Peoples R China.	Liujf@imde.ac.cn			Key Projects of the Chinese Academy of Sciences [KZZD-EW-05-01-04]; Applicative Fundamental Research Program of Sichuan Province [2012JY0104]	This research was financially supported by the Key Projects of the Chinese Academy of Sciences (KZZD-EW-05-01-04) and the Applicative Fundamental Research Program of Sichuan Province (2012JY0104).		38	12	13	2	20	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0013-7952	1872-6917		ENG GEOL	Eng. Geol.	OCT 8	2014	180				SI		55	67		10.1016/j.enggeo.2014.03.017		13	Engineering, Geological; Geosciences, Multidisciplinary	Engineering; Geology	AS7FN	WOS:000344422700006		
J	Lei, W; He, P; Wang, YH; Zhang, XQ; Xia, A; Dong, FQ				Lei, Wen; He, Ping; Wang, Yuhao; Zhang, Xingquan; Xia, An; Dong, Faqin			Solvothermal preparation of microspherical shaped cobalt-manganese oxide as electrode materials for supercapacitors	COMPOSITES SCIENCE AND TECHNOLOGY			English	Article						Hybrid composites; Functional composites; Oxides; Electrical properties	ELECTROCHEMICAL CAPACITORS; NANOTUBE ARRAYS; ENERGY-STORAGE; PERFORMANCE; COMPOSITE; BEHAVIOR; GROWTH; MNO2	Microspherical shaped cobalt-manganese oxide (CMO) as electrode materials for supercapacitor is synthesized by solvothermal method. The microstructure and surface morphology of CMO are characterized by X-ray diffraction and scanning electron microscopy, respectively. Cyclic voltammetry and chronopotentiometry are employed for the characteristics of electrode process and the calculation of specific capacitance in KOH solution. It is shown that as prepared CMO with cobalt/manganese mole ratio of 1:2 has excellent specific capacitance of 348.0 F g(-1) at current density of 0.5 A g(-1). In addition, long-term stability of the composites electrode is measured at current density of 1.0 A g(-1), and 58.6% of initial capacitance is retained after 500 cycles. (C) 2014 Elsevier Ltd. All rights reserved.	[Lei, Wen; He, Ping; Wang, Yuhao; Xia, An; Dong, Faqin] Southwest Univ Sci & Technol, Sch Mat Sci & Engn, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Sichuan, Peoples R China; [Zhang, Xingquan] Southwest Univ Sci & Technol, Analyt & Testing Ctr, Mianyang 621010, Sichuan, Peoples R China	He, P (reprint author), Southwest Univ Sci & Technol, Sch Mat Sci & Engn, State Key Lab Cultivat Base Nonmetal Composites &, Mianyang 621010, Sichuan, Peoples R China.	heping@swust.edu.cn	He, Ping/Q-2469-2016		Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials [11zxfk26]; Postgraduate Innovation Fund Project by Southwest University of Science and Technology [14ycx002]	This work was supported by the Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials (11zxfk26) and the Postgraduate Innovation Fund Project by Southwest University of Science and Technology (14ycx002). Also we are grateful for the help of Analytical and Testing Center of Southwest University of Science and Technology.		28	5	6	0	47	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0266-3538	1879-1050		COMPOS SCI TECHNOL	Compos. Sci. Technol.	OCT 6	2014	102						82	86		10.1016/j.compscitech.2014.07.019		5	Materials Science, Composites	Materials Science	AQ5TK	WOS:000342871300010		
J	Li, JY; Wu, CZ; Wu, ZY; Long, Q; Wang, XY				Li, Jueyou; Wu, Changzhi; Wu, Zhiyou; Long, Qiang; Wang, Xiangyu			DISTRIBUTED PROXIMAL-GRADIENT METHOD FOR CONVEX OPTIMIZATION WITH INEQUALITY CONSTRAINTS	ANZIAM JOURNAL			English	Article						distributed algorithm; proximal-gradient method; exact penalty function method; convex optimization	PENALTY-FUNCTION METHOD; SUBGRADIENT METHODS; CONSENSUS; ALGORITHM	We consider a distributed optimization problem over a multi-agent network, in which the sum of several local convex objective functions is minimized subject to global convex inequality constraints. We first transform the constrained optimization problem to an unconstrained one, using the exact penalty function method. Our transformed problem has a smaller number of variables and a simpler structure than the existing distributed primal-dual subgradient methods for constrained distributed optimization problems. Using the special structure of this problem, we then propose a distributed proximal-gradient algorithm over a time-changing connectivity network, and establish a convergence rate depending on the number of iterations, the network topology and the number of agents. Although the transformed problem is nonsmooth by nature, our method can still achieve a convergence rate, O(1/k), after k iterations, which is faster than the rate, O(1/root k), of existing distributed subgradient-based methods. Simulation experiments on a distributed state estimation problem illustrate the excellent performance of our proposed method.	[Li, Jueyou; Wu, Zhiyou] Chongqing Normal Univ, Sch Math, Chongqing 400047, Peoples R China; [Li, Jueyou] Federat Univ Australia, Sch SITE, Ballarat, Vic 3353, Australia; [Wu, Changzhi; Wang, Xiangyu] Curtin Univ, Sch Built Environm, Australasian Joint Res Ctr Bldg Informat Modellin, Bentley, WA 6102, Australia; [Long, Qiang] Southwest Univ Sci & Technol, Sch Sci, Chengdu 621010, Sichuan, Peoples R China; [Wang, Xiangyu] Kyung Hee Univ, Dept Housing & Interior Design, Seoul, South Korea	Wu, ZY (reprint author), Chongqing Normal Univ, Sch Math, Chongqing 400047, Peoples R China.	lijueyou@163.com; c.wu@curtin.edu.au; zywu@cqnu.edu.cn; longqiang@swust.edu.cn; x.wang@curtin.edu.au	Wu, Changzhi/D-6413-2017		Natural Science Foundation of Chongqing [cstc2013jjB00001, cstc2011jjA00010, cstc2013jjB0149, cstc2013jcyjA00029]; CMEC [KJ120616]; Postgraduate Scholarship of Federation University Australia; NSFC [11471062, 11001288]; Key Project of the Chinese Ministry of Education [210179]	We are grateful to the editor and the anonymous reviewers for their valuable suggestions which have helped us improve the paper. This research was partially supported by the Natural Science Foundation of Chongqing: cstc2013jjB00001, cstc2011jjA00010, cstc2013jjB0149 and cstc2013jcyjA00029, by CMEC under Grant KJ120616, by a Postgraduate Scholarship of Federation University Australia, by NSFC 11471062 and 11001288 and by the Key Project of the Chinese Ministry of Education (210179).		31	2	2	0	8	CAMBRIDGE UNIV PRESS	CAMBRIDGE	EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND	1446-1811	1446-8735		ANZIAM J	Anziam J.	OCT	2014	56	2					160	178		10.1017/S1446181114000273		19	Mathematics, Applied	Mathematics	AY7CT	WOS:000347719700005		
J	Wang, DG; Wang, ZX; Xu, B; Yang, B				Wang, Da-guo; Wang, Zhi-xiu; Xu, Bing; Yang, Bin			Study on micromechanical elastic-plastic-brittle damage model of concrete	INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES			English	Article						Solid mechanics; Damage mechanics; Elastic-plastic-brittle; Concrete; Numerical model		Based on micromechanics, an elastic-plastic-brittle damage model of concrete is developed by considering the aggregate gradation curve algorithms and the heterogeneity of concrete. In the model, the concrete is taken as a three-phase composite material that consists of the mortar matrix, aggregates and bonds between matrix and aggregates. The numerical experiment of the uniaxial compression shows that the model can clearly simulate microscopic plastic yield, and the initiation and extension of crack. The relevant physical simulation is used to validate the model. In the numerical experiment of bending failure of concrete beam strengthened by bonded steel plate, the strength,of the steel plate is relatively lower, and it firstly yields. The bending stress born on the steel plate is transferred to the concrete beam, which results in that the inner cracks of concrete beam increase rapidly and coalesce until the failure of the whole specimen. The final failure mode of concrete beam strengthened by bonded steel plate is the ductile bending failure.	[Wang, Da-guo; Wang, Zhi-xiu; Xu, Bing; Yang, Bin] Southwest Univ Sci & Technol, Key Lab Solid Waste Treatment & Recycle, Minist Educ, Mianyang 621010, Peoples R China	Wang, DG (reprint author), Southwest Univ Sci & Technol, Key Lab Solid Waste Treatment & Recycle, Minist Educ, Mianyang 621010, Peoples R China.	dan_wangguo@l63.com			National Natural Science Foundation of China [51349011, 41072235]; open fund of Key Laboratory of natural disaster monitoring and the State Bureau of Surveying and Mapping [LEDM2011B03]; Preeminent Youth Talent Project of Southwest University of Science and Technology [13zx9109]	This work was financially supported by the National Natural Science Foundation of China (51349011; 41072235), the open fund of Key Laboratory of natural disaster monitoring and the State Bureau of Surveying and Mapping (LEDM2011B03), and the Preeminent Youth Talent Project of Southwest University of Science and Technology (13zx9109).		18	0	0	0	2	NATL INST SCIENCE COMMUNICATION-NISCAIR	NEW DELHI	DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI 110 012, INDIA	0971-4588	0975-1017		INDIAN J ENG MATER S	Indian J. Eng. Mat. Sci.	OCT	2014	21	5					519	526				8	Engineering, Multidisciplinary; Materials Science, Multidisciplinary	Engineering; Materials Science	AZ5FC	WOS:000348244800005		
J	Lu, XR; Chen, MJ; Dong, FQ; Wang, XL; Wu, YL; Xiao, ZX				Lu Xirui; Chen Mengjun; Dong Faqin; Wang Xiaoli; Wu Yanlin; Xiao Zhengxue			Leaching Stability of Simulated Waste Forms for Immobilizing An(3+) by Gd2Zr2O7 with Nd3+	JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION			English	Article						pyrochlore; radioactive waste with trivalence; waste forms; anti-leaching capability	PLUTONIUM; A(2)B(2)O(7)	In order to investigate the anti-leaching capability of pyrochlore Gd2Zr2O7 immobilized An(3+), trivalent neodymium was used as the simulacrums for radioactive wastes with trivalence, Gd2-xNdxZr2O7 (0.0 <= x <= 2.0) series samples were successfully synthesized by high temperature solid reaction and using Gd2O3, ZrO2 powders as starting materials. The experiments of long-term chemical stability were conducted in synthetic seawater at 40 and 70 degrees C. The XRD diffractive data and extraction ratio of as-received samples were collected with the help of X-ray diffraction (XRD) instrument and inductively coupled plasma mass spectrometry (ICP-Mass). The results indicate that the phases of as-received compounds keep the single phase of pyrochlore. The extraction ratio of Gd3+, Zr4+ and Nd3+ in waste forms is increasing with the increase of immersion time in synthetic seawater. The extraction ratio of waste forms at 70 degrees C is higher than at 40 degrees C. The highest extraction ratio of Gd3+, Zr4+ and Nd3+ after 42 days is near 0.025 8, 0.003 8 and 0.045 2 mu g.mL(-1), respectively.	[Lu Xirui; Chen Mengjun; Dong Faqin; Xiao Zhengxue] Southwest Univ Sci & Technol, Key Subject Lab Natl Def Radioact Waste & Environ, Mianyang 621010, Peoples R China; [Lu Xirui] Sichuan Univ, Inst Nucl Sci & Technol, Key Lab Radiat Phys & Technol, Minist Educ, Chengdu 610064, Peoples R China; [Wang Xiaoli] China Acad Engn Phys, Inst Nucl Phys & Chem, Mianyang 621900, Peoples R China; [Wu Yanlin] Grad Univ Adv Studies, Sch High Energy Accelerator Sci, Tsukuba, Ibaraki 2400193, Japan	Lu, XR (reprint author), Southwest Univ Sci & Technol, Key Subject Lab Natl Def Radioact Waste & Environ, Mianyang 621010, Peoples R China.	luxiruimvp116@163.com			Key Project of National High Technology Research and Development Program (863 Program) [2009AA050703]; National Natural Science Youth Foundation of China [41302028, 21007052]; Sichuan Province Science and Technology Support Program [2011GZ0252]; Joint Laboratory for Extreme Conditions Matter Properties, Southwest University Science and Technology and Research Center of Laser Fusion, China Academy of Engineering Physics [12zxjk04]	Funded Partly by the Key Project of National High Technology Research and Development Program (863 Program) (No. 2009AA050703), the National Natural Science Youth Foundation of China (Nos. 41302028, 21007052), the Sichuan Province Science and Technology Support Program (No. 2011GZ0252) and the Joint Laboratory for Extreme Conditions Matter Properties, Southwest University Science and Technology and Research Center of Laser Fusion, China Academy of Engineering Physics (No. 12zxjk04)		14	0	0	7	19	JOURNAL WUHAN UNIV TECHNOLOGY	WUHAN	WUHAN UNIV TECHNOLOGY, WUHAN 430070, PEOPLES R CHINA	1000-2413	1993-0437		J WUHAN UNIV TECHNOL	J. Wuhan Univ. Technol.-Mat. Sci. Edit.	OCT	2014	29	5					885	890		10.1007/s11595-014-1014-4		6	Materials Science, Multidisciplinary	Materials Science	AW6TE	WOS:000346400400005		
J	Zhang, KB; Wen, GJ; Dai, HC; Teng, YC; Li, YX				Zhang, Kuibao; Wen, Guanjun; Dai, Hongchuan; Teng, Yuancheng; Li, Yuxiang			Synthesis and Characterization of CrCuFeMnMo0.5Ti Multicomponent Alloy Bulks by Powder Metallurgy	JOM			English	Article							HIGH-ENTROPY ALLOY; MULTIPRINCIPAL ELEMENTS; PRINCIPAL ELEMENTS; SOLID-SOLUTION; MICROSTRUCTURE; DESIGN; SYSTEM; PHASE; FILMS; MN	In this study, CrCuFeMnMo0.5Ti multicomponent alloy bulks were prepared by powder metallurgy of mechanical alloying and sintering. A simple body-centered cubic (bcc) solid solution was prepared after 40 h ball milling of the raw CrCuFeMnMo0.5Ti metallic powder. Particles of the alloyed powder are in microsized structures, which are actually a soft agglomeration of lamellar grains with thicknesses less than 1 mu m. Meanwhile, the lamellar granules are consisted of nanosized grains under rigid cold welding. The 80-h ball-milled powder was consolidated by cold pressing and subsequent sintering at 800 degrees C. The observed main phase in the consolidated sample after milling for 80 h is still a bcc solid solution. The solidified sample of 80-h ball-milled powder exhibits a Vickers hardness of 468 HV, which is much higher than 171 HV of the counterpart prepared from the raw metallic powder.	[Zhang, Kuibao; Wen, Guanjun; Dai, Hongchuan; Teng, Yuancheng; Li, Yuxiang] Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China	Zhang, KB (reprint author), Southwest Univ Sci & Technol, State Key Lab Cultivat Base Nonmet Composites & F, Mianyang 621010, Peoples R China.	xiaobao320@163.com			Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials (Southwest University of Science and Technology) [12zxfk15]; Doctoral Project of Southwest University of Science and Technology [11zx7147]	Dr. Kuibao Zhang sincerely appreciates financial support of the Open Project of State Key Laboratory Cultivation Base for Nonmetal Composites and Functional Materials (Southwest University of Science and Technology, No. 12zxfk15) and Doctoral Project of Southwest University of Science and Technology (No. 11zx7147).		30	2	2	2	28	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1047-4838	1543-1851		JOM-US	JOM	OCT	2014	66	10					2043	2049		10.1007/s11837-014-0997-9		7	Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering; Mineralogy; Mining & Mineral Processing	Materials Science; Metallurgy & Metallurgical Engineering; Mineralogy; Mining & Mineral Processing	AT0HG	WOS:000344617000011		
J	Li, ZH; Zhou, ZG; Qiu, R				Li, Zhenghong; Zhou, Zhigang; Qiu, Rong			Beam-loaded frequency shift study in an over-sized backward wave oscillator	PHYSICS OF PLASMAS			English	Article								The oversized backward wave oscillator (BWO) can significantly decreases the internal rf electric field in the device. The beam-loaded effect is obvious in such devices and its performance is also significantly affected. Based on the characteristics of the oversized BWO, a self-consistent equation is developed to study its beam-loaded frequency shift together with particle in cell (PIC) simulations. The mechanism whereby the output rf frequency is affected by the beam's parameters and the device's structure is theoretically studied. The frequency's dependence on the drift tube length between the reflector and SWS (slow wave structures) in the device is deduced in the paper and the theoretical results agree with those obtained in PIC simulations. (C) 2014 AIP Publishing LLC.	[Li, Zhenghong; Zhou, Zhigang] Southwest Univ Sci & Technol, Sch Sci, Mianyang 621021, Peoples R China; [Li, Zhenghong; Qiu, Rong] Southwest Univ Sci & Technol, Joint Lab Extreme Condit Matter Properties, Mianyang 621021, Peoples R China	Li, ZH (reprint author), Southwest Univ Sci & Technol, Sch Sci, Mianyang 621021, Peoples R China.							10	0	0	2	5	AMER INST PHYSICS	MELVILLE	1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA	1070-664X	1089-7674		PHYS PLASMAS	Phys. Plasmas	OCT	2014	21	10							103105	10.1063/1.4897925		6	Physics, Fluids & Plasmas	Physics	AS9YG	WOS:000344593700072		
